ADM1_NAME,ADM2_NAME,year,fire_events,total_area_ha,max_area_ha,major_fires
New South Wales,Narrabri (A),2007,8,129536.61198721999,97054.40489099,2
New South Wales,Narrabri (A),2008,7,649.36471668,261.44406933,0
New South Wales,Narrabri (A),2009,24,3470.62570268,1482.8448497,0
New South Wales,Narrabri (A),2010,14,2168.89745567,1335.8759063,0
New South Wales,Narrabri (A),2011,10,596.28665083,139.34354575,0
New South Wales,Narrabri (A),2012,9,255.43747752,147.96326974,0
New South Wales,Narrabri (A),2013,5,1196.43924825,1091.73799165,0
New South Wales,Narrabri (A),2014,8,2181.91108923,1021.73053315,0
New South Wales,Narrabri (A),2015,6,8297.14968123,7695.55431498,0
New South Wales,Narrabri (A),2016,7,1947.39074619,549.49097324,0
New South Wales,Narrabri (A),2017,8,3193.4266371999997,1711.20327233,0
New South Wales,Narrabri (A),2018,13,63103.92573481,59708.04727181,1
New South Wales,Narrabri (A),2019,14,3607.88026347,1551.27040239,0
New South Wales,Narrabri (A),2020,5,4936.4082553299995,3753.39558254,0
New South Wales,Narrabri (A),2021,4,1591.29060903,993.05073073,0
New South Wales,Narrabri (A),2022,7,2369.80261483,977.73571698,0
New South Wales,Narrabri (A),2023,13,145767.73120812,138439.36015564,1
New South Wales,Narrabri (A),2024,14,1741.65971625,601.58895829,0
New South Wales,Narrabri (A),2025,13,4549.77609821,3301.97360081,0
New South Wales,Oberon (A),1968,1,182.63354585,182.63354585,0
New South Wales,Oberon (A),1985,1,3305.7349049,3305.7349049,0
New South Wales,Oberon (A),1987,2,9451.94792468,9221.64193842,0
New South Wales,Oberon (A),1988,1,113.30939654,113.30939654,0
New South Wales,Oberon (A),1992,1,1472.79088032,1472.79088032,0
New South Wales,Oberon (A),1993,1,505.76844017,505.76844017,0
New South Wales,Oberon (A),1994,1,338.61007811,338.61007811,0
New South Wales,Oberon (A),1996,1,1.74325901,1.74325901,0
New South Wales,Oberon (A),1997,2,4.67007653,4.11543534,0
New South Wales,Oberon (A),1998,1,0.66312938,0.66312938,0
New South Wales,Oberon (A),1999,1,1582.11978,1582.11978,0
New South Wales,Oberon (A),2000,3,65.59783739000001,52.65692064,0
New South Wales,Oberon (A),2001,3,1533.2549065199998,1332.588656,0
New South Wales,Oberon (A),2002,3,1920.86538656,1815.72852948,0
New South Wales,Oberon (A),2003,2,0.014325379999999999,0.00936713,0
New South Wales,Oberon (A),2004,6,1039.3146900400002,355.52749648,0
New South Wales,Oberon (A),2005,17,1192.13884087,338.20100832,0
New South Wales,Oberon (A),2006,25,1786.2160036100001,781.14128371,0
New South Wales,Oberon (A),2007,8,209.7690782,143.84112947,0
New South Wales,Oberon (A),2008,10,5274.19071412,1220.00552973,0
New South Wales,Oberon (A),2009,6,1652.63273503,930.70559573,0
New South Wales,Oberon (A),2010,5,1060.07556387,489.58736279,0
New South Wales,Oberon (A),2012,2,304.50040121999996,165.62222124,0
New South Wales,Oberon (A),2013,10,9259.957883289999,4100.27712492,0
New South Wales,Oberon (A),2014,3,34.74221028,30.75017354,0
New South Wales,Oberon (A),2015,1,1306.13654923,1306.13654923,0
New South Wales,Oberon (A),2016,4,583.92254073,333.00303468,0
New South Wales,Oberon (A),2017,3,918.6846245999999,916.67921581,0
New South Wales,Oberon (A),2018,3,761.0516986,759.48503314,0
New South Wales,Oberon (A),2019,6,40408.60674161,37952.49280865,1
New South Wales,Oberon (A),2023,3,467.93970956000004,428.59844686,0
New South Wales,Oberon (A),2024,1,739.68889165,739.68889165,0
New South Wales,Oberon (A),2025,1,489.27987234,489.27987234,0
New South Wales,Palerang (A),1972,1,94.17533664,94.17533664,0
New South Wales,Palerang (A),1974,1,19.79263936,19.79263936,0
New South Wales,Palerang (A),1975,1,28.81258276,28.81258276,0
New South Wales,Palerang (A),1977,3,200.32119630000003,200.09119423,0
New South Wales,Palerang (A),1978,1,18.86700003,18.86700003,0
New South Wales,Palerang (A),1979,4,12.45544461,11.09634415,0
New South Wales,Palerang (A),1980,9,103.6054547,45.53014697,0
New South Wales,Palerang (A),1981,1,0.06913541,0.06913541,0
New South Wales,Palerang (A),1982,7,194.86009018000001,99.75800698,0
New South Wales,Palerang (A),1984,1,197.7185587,197.7185587,0
New South Wales,Palerang (A),1985,1,3.85160729,3.85160729,0
New South Wales,Palerang (A),1986,4,3007.13587164,2848.16534204,0
New South Wales,Palerang (A),1987,4,154.87180024,97.98839779,0
New South Wales,Palerang (A),1988,1,0.19679317,0.19679317,0
New South Wales,Palerang (A),1989,1,0.19679607,0.19679607,0
New South Wales,Palerang (A),1991,3,231.86063295999998,117.46050989,0
New South Wales,Palerang (A),1992,3,126.49794333999999,125.89702573,0
New South Wales,Palerang (A),1993,3,229.74258298,203.73188313,0
New South Wales,Palerang (A),1994,14,1415.86482851,812.96020867,0
New South Wales,Palerang (A),1995,6,2262.36188696,1464.94532519,0
New South Wales,Palerang (A),1996,4,505.66053294000005,298.76829063,0
New South Wales,Palerang (A),1997,5,381.7986664,332.68548936,0
New South Wales,Palerang (A),1998,4,1.41817448,0.55621478,0
New South Wales,Palerang (A),1999,20,1285.91604943,242.91391499,0
New South Wales,Palerang (A),2000,5,34.49009985,23.65829043,0
New South Wales,Palerang (A),2001,2,325.44387575,251.50677654,0
New South Wales,Palerang (A),2002,2,361.55956403,359.36444091,0
New South Wales,Palerang (A),2003,1,58.32070499,58.32070499,0
New South Wales,Palerang (A),2004,4,528.16080367,314.1425364,0
New South Wales,Palerang (A),2005,2,148.15909444,148.09049305,0
New South Wales,Palerang (A),2006,3,124.36637671,96.8734937,0
New South Wales,Palerang (A),2007,6,207.67165977000002,151.42868609,0
New South Wales,Palerang (A),2008,2,86.37860664,78.2140491,0
New South Wales,Palerang (A),2009,2,16.31361639,12.04058048,0
New South Wales,Palerang (A),2010,3,8.9437341,4.41787432,0
New South Wales,Palerang (A),2013,6,314.94351397,118.91699714,0
New South Wales,Palerang (A),2014,3,1635.30009546,990.24975626,0
New South Wales,Palerang (A),2015,2,422.36355762,422.23858254,0
New South Wales,Palerang (A),2016,5,1083.34599454,353.63416786,0
New South Wales,Palerang (A),2017,2,800.6838750000001,800.17296536,0
New South Wales,Palerang (A),2018,5,489.48729886,336.85038858,0
New South Wales,Palerang (A),2019,27,37606.10177937999,37130.24642418,1
New South Wales,Palerang (A),2020,1,16759.26578233,16759.26578233,1
New South Wales,Palerang (A),2021,1,57.95888924,57.95888924,0
New South Wales,Palerang (A),2022,2,0.84165793,0.74682282,0
New South Wales,Palerang (A),2023,2,9.46532427,7.96421433,0
New South Wales,Palerang (A),2024,4,41.62427764,28.67450577,0
New South Wales,Palerang (A),2025,58,284.50685917000004,68.3166944,0
New South Wales,Palerang (A),2026,12,745.68465711,621.51518412,0
New South Wales,Port Macquarie-Hastings (A),1997,6,329.72273690000003,150.80956993,0
New South Wales,Port Macquarie-Hastings (A),1999,2,40.9204054,39.54775004,0
New South Wales,Port Macquarie-Hastings (A),2000,7,3916.66094825,1683.78913885,0
New South Wales,Port Macquarie-Hastings (A),2001,12,1016.2436954699999,408.02394849,0
New South Wales,Port Macquarie-Hastings (A),2002,33,20873.40812074,11141.18683896,1
New South Wales,Port Macquarie-Hastings (A),2003,20,5669.45564752,1784.75625916,0
New South Wales,Port Macquarie-Hastings (A),2004,12,838.0497828399999,713.8925492,0
New South Wales,Port Macquarie-Hastings (A),2005,8,569.88560704,252.72086533,0
New South Wales,Port Macquarie-Hastings (A),2006,9,1074.06836377,593.39186493,0
New South Wales,Port Macquarie-Hastings (A),2007,17,2644.12530272,1279.62655797,0
New South Wales,Port Macquarie-Hastings (A),2008,19,343.52309308,205.35851316,0
New South Wales,Port Macquarie-Hastings (A),2009,22,2370.74852342,1027.96382381,0
New South Wales,Port Macquarie-Hastings (A),2010,8,2251.46182006,2164.00114214,0
New South Wales,Port Macquarie-Hastings (A),2011,2,214.60611476999998,127.91529392,0
New South Wales,Port Macquarie-Hastings (A),2012,4,39.53843656,32.5516257,0
New South Wales,Port Macquarie-Hastings (A),2013,13,6516.30482119,3712.82108805,0
New South Wales,Port Macquarie-Hastings (A),2014,10,4709.97289173,1240.16875957,0
New South Wales,Port Macquarie-Hastings (A),2015,11,400.43531501,131.07732845,0
New South Wales,Port Macquarie-Hastings (A),2016,12,1080.2738682200002,537.42959469,0
New South Wales,Port Macquarie-Hastings (A),2017,20,5476.261850049999,2056.80234497,0
New South Wales,Port Macquarie-Hastings (A),2018,8,2965.69286945,1293.04441885,0
New South Wales,Port Macquarie-Hastings (A),2019,38,53722.1144115,39406.81758708,1
New South Wales,Port Macquarie-Hastings (A),2020,11,401.37945508999996,306.49944128,0
New South Wales,Port Macquarie-Hastings (A),2021,3,0.62696949,0.52854832,0
New South Wales,Port Macquarie-Hastings (A),2023,22,1419.19515893,954.2008549,0
New South Wales,Port Macquarie-Hastings (A),2024,6,958.6778276300001,525.87728559,0
New South Wales,Port Macquarie-Hastings (A),2025,10,1944.2078691,580.83192233,0
New South Wales,Port Macquarie-Hastings (A),2026,4,59.29235299,39.4907419,0
New South Wales,Richmond Valley (A),1977,7,3003.18293922,960.34871203,0
New South Wales,Richmond Valley (A),1998,9,1557.9884529400001,1080.50097707,0
New South Wales,Richmond Valley (A),1999,4,1.47066986,1.17943035,0
New South Wales,Richmond Valley (A),2000,11,5238.110730460001,3316.51176436,0
New South Wales,Richmond Valley (A),2001,13,9343.11297826,5072.84717114,0
New South Wales,Richmond Valley (A),2002,18,13594.248702710001,4184.28772412,0
New South Wales,Richmond Valley (A),2003,3,9488.897938189999,4812.72260476,0
New South Wales,Richmond Valley (A),2004,3,2194.11386541,1134.66614208,0
New South Wales,Richmond Valley (A),2005,6,6331.027112639999,5352.0053179,0
New South Wales,Richmond Valley (A),2006,10,2178.97149363,725.71485898,0
New South Wales,Richmond Valley (A),2007,9,8744.833858369999,6196.84257809,0
New South Wales,Richmond Valley (A),2008,6,743.6583979799999,525.74156661,0
New South Wales,Richmond Valley (A),2009,26,3303.70953081,1055.86532357,0
New South Wales,Richmond Valley (A),2010,1,973.57074275,973.57074275,0
New South Wales,Richmond Valley (A),2011,6,701.9804224799999,332.84264281,0
New South Wales,Richmond Valley (A),2012,6,53.21121937,15.32370321,0
New South Wales,Richmond Valley (A),2013,10,5270.57038774,3867.37578167,0
New South Wales,Richmond Valley (A),2014,4,2750.21195746,1795.93390864,0
New South Wales,Richmond Valley (A),2015,3,471.83112322000005,461.45729775,0
New South Wales,Richmond Valley (A),2016,9,8892.82706786,2177.69777359,0
New South Wales,Richmond Valley (A),2017,12,5242.0528888,1954.97921989,0
New South Wales,Richmond Valley (A),2018,9,10007.68348618,3625.85959961,0
New South Wales,Richmond Valley (A),2019,21,12288.03808596,6306.04035874,0
New South Wales,Richmond Valley (A),2020,3,51.873456880000006,44.19402326,0
New South Wales,Richmond Valley (A),2021,5,251.24259607,172.98324889,0
New South Wales,Richmond Valley (A),2022,5,75.43808063,43.24334484,0
New South Wales,Richmond Valley (A),2023,12,2998.3819801,1302.94453902,0
New South Wales,Richmond Valley (A),2024,2,1814.51375267,1233.68074087,0
New South Wales,Richmond Valley (A),2025,6,2751.81805748,2168.99264715,0
New South Wales,Richmond Valley (A),2026,4,435.32685197000006,295.19338377,0
New South Wales,Shoalhaven (C),1985,1,62.31186447,62.31186447,0
New South Wales,Shoalhaven (C),1988,1,73.52548184,73.52548184,0
New South Wales,Shoalhaven (C),1989,3,2521.35964901,2457.29224502,0
New South Wales,Shoalhaven (C),1990,1,203.97536051,203.97536051,0
New South Wales,Shoalhaven (C),1991,1,573.46468072,573.46468072,0
New South Wales,Shoalhaven (C),1993,11,1187.78520372,309.0318341,0
New South Wales,Shoalhaven (C),1994,26,5093.81776293,725.70124676,0
New South Wales,Shoalhaven (C),1995,28,10181.88561899,4344.88839633,0
New South Wales,Shoalhaven (C),1996,18,628.9070157,262.09263217,0
New South Wales,Shoalhaven (C),1997,15,1647.24284562,527.80254649,0
New South Wales,Shoalhaven (C),1998,9,7946.011071989999,4926.6796459,0
New South Wales,Shoalhaven (C),1999,3,375.77860255,232.12395333,0
New South Wales,Shoalhaven (C),2000,20,558.61250055,91.83181496,0
New South Wales,Shoalhaven (C),2001,27,966.28655257,242.99787103,0
New South Wales,Shoalhaven (C),2002,18,78825.04025838,76385.22379747,1
New South Wales,Shoalhaven (C),2003,33,10652.225676520002,8371.7219573,0
New South Wales,Shoalhaven (C),2004,30,4796.82770618,1934.83999282,0
New South Wales,Shoalhaven (C),2005,20,972.02734257,333.78324918,0
New South Wales,Shoalhaven (C),2006,22,1189.47059706,473.7518137,0
New South Wales,Shoalhaven (C),2007,17,957.6134414400001,667.20679969,0
New South Wales,Shoalhaven (C),2008,10,363.58894938000003,98.56858835,0
New South Wales,Shoalhaven (C),2009,28,5900.53139389,2089.32589555,0
New South Wales,Shoalhaven (C),2010,12,556.83267108,172.27560442,0
New South Wales,Shoalhaven (C),2011,13,1609.5043606899999,919.89557379,0
New South Wales,Shoalhaven (C),2012,23,666.66399527,204.62827311,0
New South Wales,Shoalhaven (C),2013,37,21703.29964447,9309.41522452,0
New South Wales,Shoalhaven (C),2014,17,1278.45434705,452.52245656,0
New South Wales,Shoalhaven (C),2015,18,1165.2648102,488.11652912,0
New South Wales,Shoalhaven (C),2016,19,3640.1972917499997,1136.12792491,0
New South Wales,Shoalhaven (C),2017,23,1950.2176263600002,1215.73992343,0
New South Wales,Shoalhaven (C),2018,14,2364.04207354,2238.17702109,0
New South Wales,Shoalhaven (C),2019,37,24159.75981742,14511.01645614,1
New South Wales,Shoalhaven (C),2020,1,8.39262915,8.39262915,0
New South Wales,Shoalhaven (C),2021,10,137.26087058,60.93054447,0
New South Wales,Shoalhaven (C),2022,4,10.75534817,10.643941,0
New South Wales,Shoalhaven (C),2023,20,315.46940246,150.71319876,0
New South Wales,Shoalhaven (C),2024,23,48.27083136,14.14628652,0
New South Wales,Shoalhaven (C),2025,11,96.29511484,69.07835785,0
New South Wales,Shoalhaven (C),2026,16,2150.07196508,1196.1185586,0
New South Wales,Singleton (A),1991,1,4105.10970192,4105.10970192,0
New South Wales,Singleton (A),1992,1,0.01634863,0.01634863,0
New South Wales,Singleton (A),1993,2,43.73746369,27.76525251,0
New South Wales,Singleton (A),1995,5,3674.9751975299996,2373.59505336,0
New South Wales,Singleton (A),1996,2,2410.4126717199997,2199.6546025,0
New South Wales,Singleton (A),1997,5,6385.21827235,4267.02545321,0
New South Wales,Singleton (A),1998,4,66.18249948,29.63329978,0
New South Wales,Singleton (A),2000,19,2310.65224292,502.37268833,0
New South Wales,Singleton (A),2001,11,301.52412501000003,129.77917542,0
New South Wales,Singleton (A),2002,18,17203.78830731,11462.17612628,1
New South Wales,Singleton (A),2003,5,1177.30691977,1067.13732117,0
New South Wales,Singleton (A),2004,3,83.70429453999999,79.83546829,0
New South Wales,Singleton (A),2005,1,244.79413182,244.79413182,0
New South Wales,Singleton (A),2006,3,566.54959378,393.7134153,0
New South Wales,Singleton (A),2007,3,248.3686892,172.93767753,0
New South Wales,Singleton (A),2008,2,3079.0482679099996,2667.33334205,0
New South Wales,Singleton (A),2009,27,9952.03600055,3334.79573667,0
New South Wales,Singleton (A),2010,1,4385.35924656,4385.35924656,0
New South Wales,Singleton (A),2011,4,3932.64157462,1911.03228257,0
New South Wales,Singleton (A),2012,22,2053.08742405,622.20239514,0
New South Wales,Singleton (A),2013,13,3148.08478535,1485.88755907,0
New South Wales,Singleton (A),2014,17,2215.53664342,929.80055929,0
New South Wales,Singleton (A),2015,5,654.7702123,623.48941202,0
New South Wales,Singleton (A),2016,17,19245.44035058,8677.09174541,0
New South Wales,Singleton (A),2017,11,3189.08001366,2661.36053687,0
New South Wales,Singleton (A),2018,17,20380.88127588,19125.50194819,1
New South Wales,Singleton (A),2019,21,151148.43517993,136285.78354144,1
New South Wales,Singleton (A),2020,2,14.64653814,14.62478467,0
New South Wales,Singleton (A),2021,1,611.12360433,611.12360433,0
New South Wales,Singleton (A),2023,12,2962.1054545800002,1825.16109059,0
New South Wales,Singleton (A),2024,11,1821.52703025,1387.69134923,0
New South Wales,Singleton (A),2025,566,971.9260771,110.22026156,0
New South Wales,Singleton (A),2026,280,2678.67200216,1241.7899533,0
New South Wales,Snowy River (A),1969,1,6639.36857005,6639.36857005,0
New South Wales,Snowy River (A),1974,1,6052.17074985,6052.17074985,0
New South Wales,Snowy River (A),1976,4,16367.921169,7384.2422572,0
New South Wales,Snowy River (A),1977,1,464.78902385,464.78902385,0
New South Wales,Snowy River (A),1980,2,15123.70272819,8867.39749199,0
New South Wales,Snowy River (A),1981,2,6587.85917458,5058.544374,0
New South Wales,Snowy River (A),1983,2,5219.0883020599995,5190.57637517,0
New South Wales,Snowy River (A),1987,2,1689.18868554,1065.95766716,0
New South Wales,Snowy River (A),1989,1,2942.89505605,2942.89505605,0
New South Wales,Snowy River (A),1990,4,5100.258859019999,2007.49981775,0
New South Wales,Snowy River (A),1991,2,1368.98728807,1088.06873594,0
New South Wales,Snowy River (A),1992,4,2241.8046488,1356.69031405,0
New South Wales,Snowy River (A),1993,2,811.93171405,724.52583007,0
New South Wales,Snowy River (A),1994,1,293.34105262,293.34105262,0
New South Wales,Snowy River (A),1996,3,502.71280331,269.62828587,0
New South Wales,Snowy River (A),1997,2,1373.14531021,1304.58030003,0
New South Wales,Snowy River (A),2000,3,860.9327346,762.17264832,0
New South Wales,Snowy River (A),2001,2,407.29223875,323.7980756,0
New South Wales,Snowy River (A),2002,5,688.1118977699999,263.10867398,0
New South Wales,Snowy River (A),2003,32,47026.90983752655,32788.93040917921,1
New South Wales,Snowy River (A),2004,4,2371.05354344,1206.74731119,0
New South Wales,Snowy River (A),2005,1,615.73864083,615.73864083,0
New South Wales,Snowy River (A),2006,5,581.5537212099999,331.07454562,0
New South Wales,Snowy River (A),2007,5,33.370205080000005,28.51192689,0
New South Wales,Snowy River (A),2008,3,223.59124234,197.41196984,0
New South Wales,Snowy River (A),2009,5,841.91804743,827.17025024,0
New South Wales,Snowy River (A),2010,6,4110.95137155,2972.80929673,0
New South Wales,Snowy River (A),2011,1,560.3689137,560.3689137,0
New South Wales,Snowy River (A),2012,4,545.26163214,538.27507098,0
New South Wales,Snowy River (A),2013,13,2639.9664468700003,1280.58068892,0
New South Wales,Snowy River (A),2014,8,677.3728314,297.34355841,0
New South Wales,Snowy River (A),2015,9,7800.208936460001,3998.32906947,0
New South Wales,Snowy River (A),2016,11,2519.60261649,1353.46373734,0
New South Wales,Snowy River (A),2017,9,1363.84744923,945.20830927,0
New South Wales,Snowy River (A),2018,10,2123.97569196,643.53760404,0
New South Wales,Snowy River (A),2019,20,3830.67615969,1414.16622318,0
New South Wales,Snowy River (A),2020,9,811.7799898657594,523.06970085,0
New South Wales,Snowy River (A),2021,7,2415.30070755,898.91983955,0
New South Wales,Snowy River (A),2022,4,3211.71881338,2621.56588655,0
New South Wales,Snowy River (A),2023,11,742.81311918,422.38321519,0
New South Wales,Snowy River (A),2024,11,1976.84664926,1543.1446016,0
New South Wales,Snowy River (A),2025,14,469.82408563,322.31512973,0
New South Wales,Snowy River (A),2026,5,294.68990222,160.76565019,0
New South Wales,Tenterfield (A),1899,1,2702.92668067,2702.92668067,0
New South Wales,Tenterfield (A),1976,2,172.59374117,113.05144048,0
New South Wales,Tenterfield (A),1977,1,44.61972335,44.61972335,0
New South Wales,Tenterfield (A),1979,4,11389.60648985,8058.31527102,0
New South Wales,Tenterfield (A),1980,1,12.32898251,12.32898251,0
New South Wales,Tenterfield (A),1985,1,262.95941498,262.95941498,0
New South Wales,Tenterfield (A),1986,11,10957.10495501,3805.06249683,0
New South Wales,Tenterfield (A),1987,16,3096.0266672099997,1022.70667365,0
New South Wales,Tenterfield (A),1988,17,11190.02469314,3737.82657349,0
New South Wales,Tenterfield (A),1989,7,5933.09093635,2016.12979081,0
New South Wales,Tenterfield (A),1990,7,7179.24269105,4284.80983914,0
New South Wales,Tenterfield (A),1991,9,9161.93463296,2322.76267458,0
New South Wales,Tenterfield (A),1992,5,1006.01567769,287.83412396,0
New South Wales,Tenterfield (A),1993,4,1813.66535998,1329.30295904,0
New South Wales,Tenterfield (A),1994,18,53593.706355739996,17527.76327916,3
New South Wales,Tenterfield (A),1995,6,1850.5573506,1232.80366269,0
New South Wales,Tenterfield (A),1996,6,2608.86401504,1096.71271838,0
New South Wales,Tenterfield (A),1997,9,4582.06579013,1997.24984794,0
New South Wales,Tenterfield (A),1998,4,3564.93010428,2268.19238503,0
New South Wales,Tenterfield (A),2000,4,1204.02699936,610.95935316,0
New South Wales,Tenterfield (A),2001,14,6204.95528567,2748.36649306,0
New South Wales,Tenterfield (A),2002,24,44623.46685966,21943.66078786,2
New South Wales,Tenterfield (A),2003,17,13104.39867754,5848.14232115,0
New South Wales,Tenterfield (A),2004,22,4145.22175303,1509.84335909,0
New South Wales,Tenterfield (A),2005,22,5714.314508629999,3569.52348594,0
New South Wales,Tenterfield (A),2006,21,3777.69849001,903.83605808,0
New South Wales,Tenterfield (A),2007,44,23550.40659016,3274.39500373,0
New South Wales,Tenterfield (A),2008,2,94.43273042999999,51.59393526,0
New South Wales,Tenterfield (A),2009,54,66623.78349804,22391.56618757,2
New South Wales,Tenterfield (A),2010,1,914.26641456,914.26641456,0
New South Wales,Tenterfield (A),2011,11,1449.3066614299998,916.07268143,0
New South Wales,Tenterfield (A),2012,17,8800.84297811,5869.26225256,0
New South Wales,Tenterfield (A),2013,11,2085.88051977,386.89129189,0
New South Wales,Tenterfield (A),2014,19,9818.63016208,5962.09073622,0
New South Wales,Tenterfield (A),2015,5,1364.04080635,696.72187914,0
New South Wales,Tenterfield (A),2016,15,12186.55612121,6706.63526464,0
New South Wales,Tenterfield (A),2017,20,23586.14109185,6353.97781468,0
New South Wales,Tenterfield (A),2018,20,9918.34280645,3397.36092664,0
New South Wales,Tenterfield (A),2019,38,198994.88674335,70268.43061046,3
New South Wales,Tenterfield (A),2020,5,82.2967165,30.34049726,0
New South Wales,Tenterfield (A),2021,15,908.63270788,761.81264434,0
New South Wales,Tenterfield (A),2022,4,329.01843214999997,292.49777263,0
New South Wales,Tenterfield (A),2023,49,67399.56869772,10938.88177007,2
New South Wales,Tenterfield (A),2024,11,3865.4924260099997,1224.96221183,0
New South Wales,Tenterfield (A),2025,21,2878.85501281,856.14247245,0
New South Wales,Tenterfield (A),2026,4,624.61529489,343.12081338,0
New South Wales,Tumbarumba (A),1972,3,6892.05754705,3642.55874322,0
New South Wales,Tumbarumba (A),1974,1,1576.24833249,1576.24833249,0
New South Wales,Tumbarumba (A),1976,4,16917.08818666,5585.51679052,0
New South Wales,Tumbarumba (A),1977,2,5880.76732071,3266.8496755,0
New South Wales,Tumbarumba (A),1978,2,14326.90408701,10566.05212053,1
New South Wales,Tumbarumba (A),1979,1,826.57084501,826.57084501,0
New South Wales,Tumbarumba (A),1980,2,7360.49840395,3896.47478349,0
New South Wales,Tumbarumba (A),1981,2,6613.89752639,3978.6519539,0
New South Wales,Tumbarumba (A),1982,3,1204.79987836,570.32166153,0
New South Wales,Tumbarumba (A),1983,5,12594.72485621,4458.81859222,0
New South Wales,Tumbarumba (A),1991,1,872.53821798,872.53821798,0
New South Wales,Tumbarumba (A),1992,1,3642.47841956,3642.47841956,0
New South Wales,Tumbarumba (A),1994,1,661.20775988,661.20775988,0
New South Wales,Tumbarumba (A),1997,1,87.96121384,87.96121384,0
New South Wales,Tumbarumba (A),2000,1,87.39132932,87.39132932,0
New South Wales,Tumbarumba (A),2002,2,156.89086737000002,144.05581656,0
New South Wales,Tumbarumba (A),2003,151,142812.39749675707,139848.94102780524,1
New South Wales,Tumbarumba (A),2005,4,892.13594811,498.31882319,0
New South Wales,Tumbarumba (A),2006,8,6922.8851114,4709.35563643,0
New South Wales,Tumbarumba (A),2007,4,2551.1242294623257,2432.37138116,0
New South Wales,Tumbarumba (A),2008,1,0.93416297,0.93416297,0
New South Wales,Tumbarumba (A),2009,9,19059.729737540627,10716.0163534,1
New South Wales,Tumbarumba (A),2010,2,4341.91773466,4340.45007817,0
New South Wales,Tumbarumba (A),2013,14,2612.3299745906006,602.51091235,0
New South Wales,Tumbarumba (A),2014,6,279.44516557000003,274.46588893,0
New South Wales,Tumbarumba (A),2015,8,1220.2236789806175,436.27813572,0
New South Wales,Tumbarumba (A),2016,5,1644.31983045,1141.33235422,0
New South Wales,Tumbarumba (A),2017,2,2927.9205026500003,1777.23305286,0
New South Wales,Tumbarumba (A),2018,4,2118.99275341,1741.10800455,0
New South Wales,Tumbarumba (A),2019,21,29764.746617984598,10067.78449595,1
New South Wales,Tumbarumba (A),2020,5,17755.794653700003,14781.14083953,1
New South Wales,Tumbarumba (A),2021,3,419.28847147,347.37575468,0
New South Wales,Tumbarumba (A),2023,2,0.55062054,0.42851154,0
New South Wales,Tumbarumba (A),2024,4,1686.0873576000001,1511.47065436,0
New South Wales,Tumbarumba (A),2025,1,0.79582489,0.79582489,0
New South Wales,Tumbarumba (A),2026,9,375.29622703,248.81719082,0
New South Wales,Tumut Shire (A),1971,1,1853.57585061,1853.57585061,0
New South Wales,Tumut Shire (A),1972,2,2975.15065942,2603.86271218,0
New South Wales,Tumut Shire (A),1973,1,8428.89655404,8428.89655404,0
New South Wales,Tumut Shire (A),1974,3,18834.78530109,8220.63189893,0
New South Wales,Tumut Shire (A),1976,5,37885.11742632,12350.17990407,2
New South Wales,Tumut Shire (A),1977,2,2379.1315434,2370.18807441,0
New South Wales,Tumut Shire (A),1979,3,15576.71549226,8652.23305852,0
New South Wales,Tumut Shire (A),1980,6,16981.15062777,5194.06793183,0
New South Wales,Tumut Shire (A),1981,9,42579.32632204,9036.62297587,0
New South Wales,Tumut Shire (A),1983,1,268.6000543,268.6000543,0
New South Wales,Tumut Shire (A),1991,1,1758.75781322,1758.75781322,0
New South Wales,Tumut Shire (A),1996,2,110.10377962999999,92.3680213,0
New South Wales,Tumut Shire (A),2002,3,1404.04912505,951.70054302,0
New South Wales,Tumut Shire (A),2003,3,59.45835891,58.96027024,0
New South Wales,Tumut Shire (A),2004,3,291.13135471,217.38321889,0
New South Wales,Tumut Shire (A),2005,3,3.1739848,2.70117065,0
New South Wales,Tumut Shire (A),2006,6,1409.7306316200002,614.52473852,0
New South Wales,Tumut Shire (A),2007,8,14750.22715255,11628.51817421,1
New South Wales,Tumut Shire (A),2008,2,330.78404725,297.45803723,0
New South Wales,Tumut Shire (A),2009,9,1776.55439206,1239.09849906,0
New South Wales,Tumut Shire (A),2010,5,3251.86551408,2000.93013984,0
New South Wales,Tumut Shire (A),2012,2,3.7444021899999997,3.19198578,0
New South Wales,Tumut Shire (A),2013,12,1650.9149763,563.60568644,0
New South Wales,Tumut Shire (A),2014,6,5147.28313541,2542.43064698,0
New South Wales,Tumut Shire (A),2015,15,1632.5659883600001,1262.18189572,0
New South Wales,Tumut Shire (A),2016,19,5213.21697884,2853.84124404,0
New South Wales,Tumut Shire (A),2017,8,1411.62156036,418.90802661,0
New South Wales,Tumut Shire (A),2018,6,1695.08153412,1224.20844005,0
New South Wales,Tumut Shire (A),2019,15,342676.82205181394,333979.94611832,1
New South Wales,Tumut Shire (A),2020,4,7798.92069701,5613.87736035,0
New South Wales,Tumut Shire (A),2021,5,1070.28164537,776.38409055,0
New South Wales,Tumut Shire (A),2022,9,115.48900567,55.17171599,0
New South Wales,Tumut Shire (A),2023,1,34.79971755,34.79971755,0
New South Wales,Tumut Shire (A),2024,4,2353.15620814,935.48367238,0
New South Wales,Tumut Shire (A),2025,4,771.55576081,520.76698662,0
New South Wales,Tumut Shire (A),2026,5,333.84577006,191.29066712,0
New South Wales,Upper Hunter Shire (A),2001,1,1.85080861,1.85080861,0
