ADM1_NAME,ADM2_NAME,year,fire_events,total_area_ha,max_area_ha,major_fires
New South Wales,Glen Innes Severn (A),2007,13,6827.9519041,6251.97352628,0
New South Wales,Glen Innes Severn (A),2008,5,4977.63484969,1845.2719907,0
New South Wales,Glen Innes Severn (A),2009,24,19216.396795819997,11567.68550618,1
New South Wales,Glen Innes Severn (A),2010,2,584.69159125,310.36032428,0
New South Wales,Glen Innes Severn (A),2011,5,1794.7656361,786.9524284,0
New South Wales,Glen Innes Severn (A),2012,6,2924.2545631,976.45312755,0
New South Wales,Glen Innes Severn (A),2013,8,4430.27563531,2797.97796466,0
New South Wales,Glen Innes Severn (A),2014,13,2710.76997343,1130.55022729,0
New South Wales,Glen Innes Severn (A),2015,7,4850.95270558,2580.27106877,0
New South Wales,Glen Innes Severn (A),2016,3,2043.4594711700001,1872.11206192,0
New South Wales,Glen Innes Severn (A),2017,8,4032.80358025,2177.48201437,0
New South Wales,Glen Innes Severn (A),2018,9,9683.10108862,4255.49066073,0
New South Wales,Glen Innes Severn (A),2019,21,71536.2236617,35930.75916501,2
New South Wales,Glen Innes Severn (A),2020,4,9.72595705,9.46507068,0
New South Wales,Glen Innes Severn (A),2022,1,31.08038136,31.08038136,0
New South Wales,Glen Innes Severn (A),2023,22,1583.73117832,385.53349598,0
New South Wales,Glen Innes Severn (A),2024,2,350.18185651,307.25788832,0
New South Wales,Glen Innes Severn (A),2025,6,2470.2062376500003,1471.9495621,0
New South Wales,Gloucester (A),1968,1,156.72843253,156.72843253,0
New South Wales,Gloucester (A),1991,1,151.09135254,151.09135254,0
New South Wales,Gloucester (A),1993,2,145.78602071999998,136.13521705,0
New South Wales,Gloucester (A),1994,1,8.53961081,8.53961081,0
New South Wales,Gloucester (A),1998,1,7.4959987,7.4959987,0
New South Wales,Gloucester (A),2000,9,3638.34990067,1240.07776694,0
New South Wales,Gloucester (A),2001,7,2264.1699677300003,1254.51199227,0
New South Wales,Gloucester (A),2002,10,6099.15500072,1854.5659236,0
New South Wales,Gloucester (A),2003,7,918.10799851,319.23674817,0
New South Wales,Gloucester (A),2004,9,1069.57989597,304.71046178,0
New South Wales,Gloucester (A),2005,18,1049.10703233,456.01876306,0
New South Wales,Gloucester (A),2006,6,299.27235026,111.20552157,0
New South Wales,Gloucester (A),2007,18,2673.19338609,1700.85789328,0
New South Wales,Gloucester (A),2008,1,60.23358573,60.23358573,0
New South Wales,Gloucester (A),2009,10,3636.42649136,1802.73201615,0
New South Wales,Gloucester (A),2010,3,766.31957908,553.13528007,0
New South Wales,Gloucester (A),2011,2,123.92199103,122.80414622,0
New South Wales,Gloucester (A),2012,11,7632.67800593,5376.42228319,0
New South Wales,Gloucester (A),2013,8,3495.38668057,1319.99730823,0
New South Wales,Gloucester (A),2014,6,3971.69680405,2491.47348238,0
New South Wales,Gloucester (A),2015,1,17.11065515,17.11065515,0
New South Wales,Gloucester (A),2016,6,1516.29785045,645.49757743,0
New South Wales,Gloucester (A),2017,4,17710.17102776,16481.13776907,1
New South Wales,Gloucester (A),2018,6,693.45694258,646.67104009,0
New South Wales,Gloucester (A),2019,4,5708.1571818699995,2595.73685852,0
New South Wales,Gloucester (A),2020,2,66.13898773,64.01053985,0
New South Wales,Gloucester (A),2023,7,2623.64131522,1539.71220004,0
New South Wales,Gloucester (A),2024,1,10.33034508,10.33034508,0
New South Wales,Gloucester (A),2025,4,182.01967265000002,119.80814164,0
New South Wales,Great Lakes (A),1899,1,2.46218409,2.46218409,0
New South Wales,Great Lakes (A),1968,39,89930.05154151,14495.30399298,4
New South Wales,Great Lakes (A),1971,11,4123.24260759,1642.4295431,0
New South Wales,Great Lakes (A),1973,1,81.06692494,81.06692494,0
New South Wales,Great Lakes (A),1974,8,6683.733753369999,2124.87099615,0
New South Wales,Great Lakes (A),1975,2,337.56083293,266.09542574,0
New South Wales,Great Lakes (A),1976,8,3835.1455841899997,2245.82152629,0
New South Wales,Great Lakes (A),1977,3,301.37903864,190.71313031,0
New South Wales,Great Lakes (A),1979,11,7007.40206142,2309.79913003,0
New South Wales,Great Lakes (A),1980,19,13385.33008047,4901.82773068,0
New South Wales,Great Lakes (A),1982,2,129.68529494,104.71751835,0
New South Wales,Great Lakes (A),1983,1,54.6325937,54.6325937,0
New South Wales,Great Lakes (A),1984,21,2366.30298406,256.40426437,0
New South Wales,Great Lakes (A),1985,26,7070.8917645500005,3646.52406389,0
New South Wales,Great Lakes (A),1986,19,7953.32041175,1778.05507004,0
New South Wales,Great Lakes (A),1987,4,686.83951479,511.28023407,0
New South Wales,Great Lakes (A),1988,6,772.03917561,541.86260931,0
New South Wales,Great Lakes (A),1989,23,4300.27472733,767.15998399,0
New South Wales,Great Lakes (A),1990,20,6346.93409134,2860.31490811,0
New South Wales,Great Lakes (A),1991,33,16474.32787865,1902.13792269,0
New South Wales,Great Lakes (A),1992,6,759.488457,358.63801811,0
New South Wales,Great Lakes (A),1993,4,2024.6975656200002,1912.32346821,0
New South Wales,Great Lakes (A),1994,22,8547.84936323,4425.13202456,0
New South Wales,Great Lakes (A),1995,10,2124.12141053,1015.67149698,0
New South Wales,Great Lakes (A),1996,18,2847.74525977,786.58522233,0
New South Wales,Great Lakes (A),1997,10,664.39747312,147.24490259,0
New South Wales,Great Lakes (A),1998,11,738.97052044,517.47764752,0
New South Wales,Great Lakes (A),1999,2,19.87628208,11.15249062,0
New South Wales,Great Lakes (A),2000,22,6136.94094203,3336.3941783,0
New South Wales,Great Lakes (A),2001,22,5053.69507059,2114.26162701,0
New South Wales,Great Lakes (A),2002,16,16613.931397,6976.99821179,0
New South Wales,Great Lakes (A),2003,8,371.15729323,188.60794325,0
New South Wales,Great Lakes (A),2004,8,390.21653441999996,257.3289564,0
New South Wales,Great Lakes (A),2005,10,189.92578528,74.18994451,0
New South Wales,Great Lakes (A),2006,10,4582.037661830001,2221.19599331,0
New South Wales,Great Lakes (A),2007,38,2438.3739218,783.50609109,0
New South Wales,Great Lakes (A),2008,4,701.33705795,578.44371905,0
New South Wales,Great Lakes (A),2009,18,6412.740634350001,2129.35448089,0
New South Wales,Great Lakes (A),2010,11,1187.9581061200001,800.64799687,0
New South Wales,Great Lakes (A),2011,4,444.94806682999996,285.03054129,0
New South Wales,Great Lakes (A),2012,9,2900.2589510199996,2604.22761706,0
New South Wales,Great Lakes (A),2013,14,7224.48428691,1636.55392917,0
New South Wales,Great Lakes (A),2014,11,3528.85253224,1646.20530733,0
New South Wales,Great Lakes (A),2015,7,2083.79482714,889.75075428,0
New South Wales,Great Lakes (A),2016,6,1667.2357460399999,1051.82551324,0
New South Wales,Great Lakes (A),2017,5,4102.97035108,2560.62089775,0
New South Wales,Great Lakes (A),2018,7,184.9858932,160.45765397,0
New South Wales,Great Lakes (A),2019,20,7488.32227397,4087.634884,0
New South Wales,Great Lakes (A),2020,11,1554.3383039,1148.74133245,0
New South Wales,Great Lakes (A),2021,11,1733.25970708,1353.02651162,0
New South Wales,Great Lakes (A),2022,2,7.52523721,6.84171007,0
New South Wales,Great Lakes (A),2023,23,2580.47257273,840.26553548,0
New South Wales,Great Lakes (A),2024,5,468.97607886,270.54206886,0
New South Wales,Great Lakes (A),2025,6,1244.40382793,887.54379904,0
New South Wales,Great Lakes (A),2026,9,6466.956034809999,6418.97336329,0
New South Wales,Greater Taree (C),1899,1,37.95335631,37.95335631,0
New South Wales,Greater Taree (C),1998,1,48.71980601,48.71980601,0
New South Wales,Greater Taree (C),1999,3,265.33272863,111.48265944,0
New South Wales,Greater Taree (C),2000,5,2108.31023919,1109.81997424,0
New South Wales,Greater Taree (C),2001,13,2518.2400502,1618.35494522,0
New South Wales,Greater Taree (C),2002,10,3054.1578028999998,2219.38645233,0
New South Wales,Greater Taree (C),2003,13,1342.50315871,1110.03583986,0
New South Wales,Greater Taree (C),2004,7,166.14038536,64.30534191,0
New South Wales,Greater Taree (C),2005,18,1131.29039137,366.81340651,0
New South Wales,Greater Taree (C),2006,12,366.37709481,151.19920557,0
New South Wales,Greater Taree (C),2007,14,3520.74053479,2814.88646665,0
New South Wales,Greater Taree (C),2008,8,443.34950326,147.90961755,0
New South Wales,Greater Taree (C),2009,12,1890.98249064,619.34330069,0
New South Wales,Greater Taree (C),2010,13,1121.82435763,421.66873133,0
New South Wales,Greater Taree (C),2011,8,739.71160519,349.4830117,0
New South Wales,Greater Taree (C),2012,8,3436.5976530099997,2175.7257474,0
New South Wales,Greater Taree (C),2013,13,6346.59730296,5236.09695027,0
New South Wales,Greater Taree (C),2014,5,5808.78836126,3279.39343567,0
New South Wales,Greater Taree (C),2015,8,1453.87115826,723.71560804,0
New South Wales,Greater Taree (C),2016,5,712.36702747,404.58279484,0
New South Wales,Greater Taree (C),2017,10,3465.4879892,1706.73888299,0
New South Wales,Greater Taree (C),2018,5,572.9355291,318.68686061,0
New South Wales,Greater Taree (C),2019,18,103338.88179259,28538.93262426,4
New South Wales,Greater Taree (C),2020,2,14.59969175,14.59672379,0
New South Wales,Greater Taree (C),2021,2,268.4556135,162.39059857,0
New South Wales,Greater Taree (C),2022,4,309.45672645,169.02021732,0
New South Wales,Greater Taree (C),2023,8,1038.36881955,866.57495912,0
New South Wales,Greater Taree (C),2024,3,51.64523172,33.89595081,0
New South Wales,Greater Taree (C),2025,12,400.69706759,188.16063757,0
New South Wales,Greater Taree (C),2026,3,56.0479286,37.92765921,0
New South Wales,Guyra (A),1899,1,1399.19494745,1399.19494745,0
New South Wales,Guyra (A),1986,1,50.30945192,50.30945192,0
New South Wales,Guyra (A),1995,1,336.209614,336.209614,0
New South Wales,Guyra (A),2000,4,51768.94820781,34055.12798369,2
New South Wales,Guyra (A),2001,4,1982.6340032399999,832.98296845,0
New South Wales,Guyra (A),2002,11,14572.69639494,6558.47251611,0
New South Wales,Guyra (A),2003,3,5326.39674017,3837.69617433,0
New South Wales,Guyra (A),2004,2,4515.58332686,3033.06447566,0
New South Wales,Guyra (A),2005,4,2156.1219239099996,1112.47693984,0
New South Wales,Guyra (A),2006,6,1423.54166167,616.34913987,0
New South Wales,Guyra (A),2007,8,12629.413410539999,5189.25501557,0
New South Wales,Guyra (A),2008,2,5302.49881132,5106.68038576,0
New South Wales,Guyra (A),2009,7,4447.22679884,3957.24570064,0
New South Wales,Guyra (A),2010,1,38.83361748,38.83361748,0
New South Wales,Guyra (A),2011,4,865.3754021,714.12801012,0
New South Wales,Guyra (A),2012,2,3631.78807052,3345.53388044,0
New South Wales,Guyra (A),2013,75,17463.28108727,11308.5137003,1
New South Wales,Guyra (A),2014,7,9796.043599319999,8817.43746316,0
New South Wales,Guyra (A),2015,5,2367.38117567,1139.29297631,0
New South Wales,Guyra (A),2016,3,240.18473858000002,208.29447055,0
New South Wales,Guyra (A),2017,2,3358.88929672,3358.87869702,0
New South Wales,Guyra (A),2018,1,12.68118855,12.68118855,0
New South Wales,Guyra (A),2019,9,63596.21280586001,23528.84937468,3
New South Wales,Guyra (A),2020,10,4161.7454888600005,3197.55079323,0
New South Wales,Guyra (A),2023,10,5085.15108716,4085.5694245,0
New South Wales,Guyra (A),2024,1,52.15880405,52.15880405,0
New South Wales,Guyra (A),2025,1,7.87228677,7.87228677,0
New South Wales,Guyra (A),2026,1,15.22691775,15.22691775,0
New South Wales,Hawkesbury (C),1976,1,6151.03085301,6151.03085301,0
New South Wales,Hawkesbury (C),1986,2,3505.43963739,3398.65176424,0
New South Wales,Hawkesbury (C),1988,2,661.52705454,647.44792722,0
New South Wales,Hawkesbury (C),1989,14,2699.24093968,913.95680497,0
New South Wales,Hawkesbury (C),1990,5,6005.03991046,3861.78026565,0
New South Wales,Hawkesbury (C),1991,36,14808.16388989,6777.86873374,0
New South Wales,Hawkesbury (C),1992,10,297.51636527,274.92336126,0
New South Wales,Hawkesbury (C),1993,9,353.78562773,133.08060588,0
New South Wales,Hawkesbury (C),1994,12,1189.53118654,602.78144406,0
New South Wales,Hawkesbury (C),1995,4,1060.0665871800002,382.27193637,0
New South Wales,Hawkesbury (C),1996,11,1280.15584429,563.08330368,0
New South Wales,Hawkesbury (C),1997,30,13245.50825142,2943.71077855,0
New South Wales,Hawkesbury (C),1998,5,200.23071587,163.8403562,0
New South Wales,Hawkesbury (C),1999,6,469.44891068000004,188.13897632,0
New South Wales,Hawkesbury (C),2000,13,45.31846822,22.25811986,0
New South Wales,Hawkesbury (C),2001,16,883.6869775399999,496.75979463,0
New South Wales,Hawkesbury (C),2002,19,25584.02680932,24828.57102974,1
New South Wales,Hawkesbury (C),2003,18,3065.8043441,1384.1647977,0
New South Wales,Hawkesbury (C),2004,21,2695.1318473,1109.51384559,0
New South Wales,Hawkesbury (C),2005,20,2386.76675341,715.85074956,0
New South Wales,Hawkesbury (C),2006,18,13828.038712079999,13071.89667094,1
New South Wales,Hawkesbury (C),2007,7,59.61199836,48.35172688,0
New South Wales,Hawkesbury (C),2008,11,1022.03780915,536.97145491,0
New South Wales,Hawkesbury (C),2009,38,1467.48921947,476.10336101,0
New South Wales,Hawkesbury (C),2010,19,4022.01812678,1963.94180698,0
New South Wales,Hawkesbury (C),2011,16,6138.95311711,2592.28134193,0
New South Wales,Hawkesbury (C),2012,21,5167.9632846800005,2616.43758934,0
New South Wales,Hawkesbury (C),2013,28,9124.42995897,2726.88897188,0
New South Wales,Hawkesbury (C),2014,24,3026.62749081,591.67217512,0
New South Wales,Hawkesbury (C),2015,14,8968.42956081,5451.51030569,0
New South Wales,Hawkesbury (C),2016,37,7875.49815564,2669.25825794,0
New South Wales,Hawkesbury (C),2017,16,3709.5490861300004,2176.34078954,0
New South Wales,Hawkesbury (C),2018,15,3163.92321857,1927.10701656,0
New South Wales,Hawkesbury (C),2019,19,58132.013335539996,48215.55012742,1
New South Wales,Hawkesbury (C),2020,6,549.91513532,305.04687831,0
New South Wales,Hawkesbury (C),2021,5,1017.49509073,830.18573034,0
New South Wales,Hawkesbury (C),2022,7,54.26368222,49.00456081,0
New South Wales,Hawkesbury (C),2023,10,270.70418084,130.00607334,0
New South Wales,Hawkesbury (C),2024,7,657.03873206,281.53119658,0
New South Wales,Hawkesbury (C),2025,95,1032.48676672,127.69772929,0
New South Wales,Hawkesbury (C),2026,5,2597.8691385599996,1466.90583011,0
New South Wales,Inverell (A),1948,1,6.46847353,6.46847353,0
New South Wales,Inverell (A),1954,1,2.16946042,2.16946042,0
New South Wales,Inverell (A),1957,6,25540.57730424,22312.84664662,1
New South Wales,Inverell (A),1959,1,1.08408938,1.08408938,0
New South Wales,Inverell (A),1961,2,129.171917,120.59867515,0
New South Wales,Inverell (A),1962,1,23.1424908,23.1424908,0
New South Wales,Inverell (A),1964,1,0.19745695,0.19745695,0
New South Wales,Inverell (A),1967,1,1.12448306,1.12448306,0
New South Wales,Inverell (A),1968,1,1.15795909,1.15795909,0
New South Wales,Inverell (A),1970,1,427.24676714,427.24676714,0
New South Wales,Inverell (A),1972,4,1140.62485188,998.1480619,0
New South Wales,Inverell (A),1973,2,82.02958670999999,65.8788362,0
New South Wales,Inverell (A),1974,1,81.23457712,81.23457712,0
New South Wales,Inverell (A),1978,1,2.00405804,2.00405804,0
New South Wales,Inverell (A),1979,1,130.27006736,130.27006736,0
New South Wales,Inverell (A),1983,1,4851.66658933,4851.66658933,0
New South Wales,Inverell (A),1985,1,350.35095732,350.35095732,0
New South Wales,Inverell (A),1994,1,200.1682851,200.1682851,0
New South Wales,Inverell (A),2001,3,19.15756475,10.71264674,0
New South Wales,Inverell (A),2002,19,33323.00696774,27338.75789684,1
New South Wales,Inverell (A),2003,1,600.17638513,600.17638513,0
New South Wales,Inverell (A),2004,1,29.30253897,29.30253897,0
New South Wales,Inverell (A),2005,2,1541.8070458299999,1513.8515684,0
New South Wales,Inverell (A),2006,1,23.48767842,23.48767842,0
New South Wales,Inverell (A),2007,4,1207.7460995899999,1169.88289692,0
New South Wales,Inverell (A),2008,2,135.95262804,127.63427822,0
New South Wales,Inverell (A),2009,14,13466.77418512,5077.16600018,0
New South Wales,Inverell (A),2011,1,6.09523446,6.09523446,0
New South Wales,Inverell (A),2012,6,262.11848485,239.13934474,0
New South Wales,Inverell (A),2013,16,12178.25476213,6695.79392218,0
New South Wales,Inverell (A),2014,6,607.64060762,431.92510073,0
New South Wales,Inverell (A),2015,1,20.26222575,20.26222575,0
New South Wales,Inverell (A),2017,2,235.53271256,118.56167662,0
New South Wales,Inverell (A),2018,2,743.24485026,715.68005845,0
New South Wales,Inverell (A),2019,11,6901.62613733,1665.57229979,0
New South Wales,Inverell (A),2020,8,2456.7665727999997,2065.91124438,0
New South Wales,Inverell (A),2021,1,244.11415865,244.11415865,0
New South Wales,Inverell (A),2022,3,1341.12541586,953.73983781,0
New South Wales,Inverell (A),2023,25,26517.156577499998,13602.29759726,1
New South Wales,Inverell (A),2025,1,10.187204,10.187204,0
New South Wales,Inverell (A),2026,1,0.8559626,0.8559626,0
New South Wales,Kempsey (A),1899,1,176.6182814,176.6182814,0
New South Wales,Kempsey (A),1990,2,352.6230312,254.08416452,0
New South Wales,Kempsey (A),1992,2,284.56607609,241.12673021,0
New South Wales,Kempsey (A),1993,3,4556.42049373,4467.465955,0
New South Wales,Kempsey (A),1994,2,1023.57304971,1002.79719323,0
New South Wales,Kempsey (A),1997,10,3486.71038141,958.63713787,0
New South Wales,Kempsey (A),1998,1,0.57875964,0.57875964,0
New South Wales,Kempsey (A),1999,3,32.12524832,23.37358869,0
New South Wales,Kempsey (A),2000,11,6725.5643664,2128.4804706,0
New South Wales,Kempsey (A),2001,34,32062.356863629997,16017.21894591,1
New South Wales,Kempsey (A),2002,21,18228.06599954,5526.77452694,0
New South Wales,Kempsey (A),2003,9,1700.93674932,554.7430066,0
New South Wales,Kempsey (A),2004,8,913.49836867,355.11376994,0
New South Wales,Kempsey (A),2005,4,359.80603322999997,168.65716189,0
New South Wales,Kempsey (A),2006,25,3703.31078335,634.71063911,0
New South Wales,Kempsey (A),2007,16,11830.000752259999,7692.71188671,0
New South Wales,Kempsey (A),2008,5,253.55909663999998,176.50657949,0
New South Wales,Kempsey (A),2009,13,2219.99468025,1303.75831516,0
New South Wales,Kempsey (A),2010,9,1338.3590091400001,715.50522759,0
New South Wales,Kempsey (A),2011,7,167.14117355000002,52.33073988,0
New South Wales,Kempsey (A),2012,20,8925.03748459,2400.72107996,0
New South Wales,Kempsey (A),2013,33,11407.840254660001,3855.53958268,0
New South Wales,Kempsey (A),2014,12,4276.81573201,1131.84797983,0
New South Wales,Kempsey (A),2015,9,1501.50542648,768.22234186,0
New South Wales,Kempsey (A),2016,21,12876.435256159999,4839.98629398,0
New South Wales,Kempsey (A),2017,32,11947.92751901,3507.55791426,0
New South Wales,Kempsey (A),2018,14,1445.91465775,721.0991473,0
New South Wales,Kempsey (A),2019,35,10254.90303416,3804.28308665,0
New South Wales,Kempsey (A),2020,3,126.94878727,111.57931231,0
New South Wales,Kempsey (A),2021,7,854.50540314,303.51515427,0
New South Wales,Kempsey (A),2022,3,29.705199,23.2430125,0
New South Wales,Kempsey (A),2023,22,36531.11009825,29105.76191263,1
New South Wales,Kempsey (A),2024,4,1060.42706864,587.93205155,0
New South Wales,Kempsey (A),2025,14,3357.89550566,1370.83756953,0
New South Wales,Kempsey (A),2026,2,28.638487299999998,26.30478203,0
New South Wales,Lithgow (C),1899,2,252.05075972,200.05003147,0
New South Wales,Lithgow (C),1964,1,49.39621952,49.39621952,0
New South Wales,Lithgow (C),1978,1,0.03913813,0.03913813,0
New South Wales,Lithgow (C),1988,2,81.70222825,81.63698008,0
New South Wales,Lithgow (C),1999,4,17.75029146,10.50545817,0
New South Wales,Lithgow (C),2000,3,9.40376717,3.13482387,0
New South Wales,Lithgow (C),2001,5,71.75815257000001,48.89639633,0
New South Wales,Lithgow (C),2002,22,2031.96692228,1531.02473554,0
New South Wales,Lithgow (C),2003,15,79585.07319085,42243.02518125,2
New South Wales,Lithgow (C),2004,8,2183.2527382,2097.88425796,0
New South Wales,Lithgow (C),2005,6,32.810655589999996,9.07074185,0
New South Wales,Lithgow (C),2006,10,410.34086328,384.53941674,0
New South Wales,Lithgow (C),2007,15,664.9047627,525.7482191,0
New South Wales,Lithgow (C),2008,2,1839.14669032,1790.0749182,0
New South Wales,Lithgow (C),2009,26,2561.0516170600004,1483.64736007,0
New South Wales,Lithgow (C),2011,1,39.3557914,39.3557914,0
New South Wales,Lithgow (C),2012,8,75.56978701999999,34.49936157,0
New South Wales,Lithgow (C),2013,18,103721.26308743999,54429.32577133,2
New South Wales,Lithgow (C),2014,12,50.272015530000004,18.13167039,0
New South Wales,Lithgow (C),2015,7,2366.8467777600004,2243.51018271,0
New South Wales,Lithgow (C),2016,18,3538.74477854,791.2632932,0
New South Wales,Lithgow (C),2017,11,1954.06700796,1890.75911239,0
New South Wales,Lithgow (C),2018,25,1592.4082912499998,846.31813888,0
New South Wales,Lithgow (C),2019,7,480439.23340064,479513.85436911,1
New South Wales,Lithgow (C),2020,2,11.373917789999998,11.36119943,0
New South Wales,Lithgow (C),2022,1,0.50993118,0.50993118,0
New South Wales,Lithgow (C),2023,5,687.34122625,635.46552572,0
New South Wales,Lithgow (C),2024,5,2372.74887443,1922.15080341,0
New South Wales,Lithgow (C),2025,263,1449.65005341,645.43102153,0
New South Wales,Lithgow (C),2026,10,26.285920830000002,18.35033982,0
New South Wales,Mid-Western Regional (A),2000,2,19.01774076,9.50887038,0
New South Wales,Mid-Western Regional (A),2001,1,1428.11327433,1428.11327433,0
New South Wales,Mid-Western Regional (A),2002,21,3971.12939438,2318.22615722,0
New South Wales,Mid-Western Regional (A),2003,10,2685.3538176,1885.49601983,0
New South Wales,Mid-Western Regional (A),2004,6,3739.76408235,1746.02579175,0
New South Wales,Mid-Western Regional (A),2005,11,3683.5411066799998,1499.85202764,0
New South Wales,Mid-Western Regional (A),2006,45,12903.084919249999,6719.76851301,0
New South Wales,Mid-Western Regional (A),2007,21,791.4831736900001,293.65512099,0
New South Wales,Mid-Western Regional (A),2008,14,1158.09024088,473.93421626,0
New South Wales,Mid-Western Regional (A),2009,41,9814.55261497,5691.97596629,0
New South Wales,Mid-Western Regional (A),2010,2,178.39160059999998,176.30692992,0
New South Wales,Mid-Western Regional (A),2011,2,179.65924424,178.71448193,0
New South Wales,Mid-Western Regional (A),2012,6,510.76999856000003,445.08526773,0
New South Wales,Mid-Western Regional (A),2013,24,2936.7519203,657.00608006,0
New South Wales,Mid-Western Regional (A),2014,11,14.62105101,9.75247225,0
New South Wales,Mid-Western Regional (A),2015,10,1161.40730586,991.76607276,0
New South Wales,Mid-Western Regional (A),2016,10,2657.48561046,1420.34833276,0
New South Wales,Mid-Western Regional (A),2017,8,8154.20025358,6576.19240678,0
New South Wales,Mid-Western Regional (A),2018,13,1463.03033435,570.58392449,0
New South Wales,Mid-Western Regional (A),2019,8,3282.07101426,1222.25667547,0
New South Wales,Mid-Western Regional (A),2020,5,43.891621900000004,41.86736383,0
New South Wales,Mid-Western Regional (A),2021,2,1890.2749771200001,1517.71751038,0
New South Wales,Mid-Western Regional (A),2023,14,18790.356719530002,17967.6340977,1
New South Wales,Mid-Western Regional (A),2024,11,4231.37477848,2600.18095027,0
New South Wales,Mid-Western Regional (A),2025,343,782.3788544500001,72.41330575,0
New South Wales,Mid-Western Regional (A),2026,3,1.8369372700000002,1.10384706,0
New South Wales,Muswellbrook (A),2000,1,12.05635481,12.05635481,0
New South Wales,Muswellbrook (A),2001,3,9.57486928,4.45234773,0
New South Wales,Muswellbrook (A),2002,6,1991.9236854199999,1068.63612027,0
New South Wales,Muswellbrook (A),2003,12,2197.9896400899997,1655.46726584,0
New South Wales,Muswellbrook (A),2004,4,1449.66877349,1427.25866899,0
New South Wales,Muswellbrook (A),2005,3,6674.1638594,4538.85546024,0
New South Wales,Muswellbrook (A),2006,35,3168.98468274,1029.74521305,0
New South Wales,Muswellbrook (A),2007,9,5337.99699408,1821.65963909,0
New South Wales,Muswellbrook (A),2008,13,2574.72414178,1835.65144052,0
New South Wales,Muswellbrook (A),2009,17,4875.98900366,2708.40434192,0
New South Wales,Muswellbrook (A),2010,9,5654.83162189,4312.93896329,0
New South Wales,Muswellbrook (A),2012,4,62.99186053,50.67123375,0
New South Wales,Muswellbrook (A),2013,17,3801.7917617,2534.22791269,0
New South Wales,Muswellbrook (A),2014,6,1031.38242205,889.96873773,0
New South Wales,Muswellbrook (A),2015,17,3016.31016144,1659.00985636,0
New South Wales,Muswellbrook (A),2017,12,134.4341642,88.80949291,0
New South Wales,Muswellbrook (A),2018,17,730.54058844,191.83096374,0
New South Wales,Muswellbrook (A),2019,13,185222.62115647,183646.95977377,1
New South Wales,Muswellbrook (A),2020,3,320.71033644,203.19478182,0
New South Wales,Muswellbrook (A),2021,1,1521.97914902,1521.97914902,0
New South Wales,Muswellbrook (A),2023,18,3863.9232878,1910.17907408,0
New South Wales,Muswellbrook (A),2024,7,3121.78276413,1557.83128607,0
New South Wales,Muswellbrook (A),2025,8,216.82614353,213.91577931,0
New South Wales,Muswellbrook (A),2026,3,1338.96086872,1316.33155496,0
New South Wales,Nambucca (A),1992,2,330.41315724,325.85804091,0
New South Wales,Nambucca (A),1993,1,27.29187398,27.29187398,0
New South Wales,Nambucca (A),1994,2,40.55951688,38.85560125,0
New South Wales,Nambucca (A),1995,2,349.93318542,279.24668452,0
New South Wales,Nambucca (A),2000,2,1989.9523644800001,1984.05585429,0
New South Wales,Nambucca (A),2001,38,1112.9023309000002,695.49954617,0
New South Wales,Nambucca (A),2002,17,12327.616708389998,9190.9049377,0
New South Wales,Nambucca (A),2003,17,2382.2222805899996,1065.13345857,0
New South Wales,Nambucca (A),2004,5,206.41243999,139.38994602,0
New South Wales,Nambucca (A),2005,28,3289.1824202,948.06215861,0
New South Wales,Nambucca (A),2006,4,67.73899879,62.93739392,0
New South Wales,Nambucca (A),2007,8,980.7283032700001,394.49196301,0
New South Wales,Nambucca (A),2008,1,2.10765412,2.10765412,0
New South Wales,Nambucca (A),2009,5,514.42140609,419.97865531,0
New South Wales,Nambucca (A),2010,6,1099.72205255,768.31703869,0
New South Wales,Nambucca (A),2011,6,109.88218585,46.46736092,0
New South Wales,Nambucca (A),2012,3,252.74253423,145.83709263,0
New South Wales,Nambucca (A),2013,12,1879.54305118,442.64320587,0
New South Wales,Nambucca (A),2014,12,1595.5877850699999,701.25484359,0
New South Wales,Nambucca (A),2015,5,286.01965559999996,91.95641737,0
New South Wales,Nambucca (A),2016,5,2456.14450986,1989.96146679,0
New South Wales,Nambucca (A),2017,7,3930.77980427,2184.32851298,0
New South Wales,Nambucca (A),2018,2,56.68851138,46.1672037,0
New South Wales,Nambucca (A),2019,12,32044.05809992,12059.78963881,2
New South Wales,Nambucca (A),2020,3,11.56948995,11.19417683,0
New South Wales,Nambucca (A),2022,6,429.94653189,151.40144047,0
New South Wales,Nambucca (A),2023,9,382.10541491000004,226.66383968,0
New South Wales,Nambucca (A),2024,2,4.7575091,3.39817681,0
New South Wales,Nambucca (A),2025,2,6.32649157,6.28136725,0
New South Wales,Narrabri (A),1982,1,7.90693772,7.90693772,0
New South Wales,Narrabri (A),1986,1,10086.21938923,10086.21938923,1
New South Wales,Narrabri (A),1989,1,8007.44016442,8007.44016442,0
New South Wales,Narrabri (A),1996,7,108.77239073999999,30.43202681,0
New South Wales,Narrabri (A),2001,4,495.85976981000005,381.97222699,0
New South Wales,Narrabri (A),2002,2,2525.30103001,2522.71123473,0
New South Wales,Narrabri (A),2003,1,9.0376398,9.0376398,0
New South Wales,Narrabri (A),2004,1,1.68252787,1.68252787,0
New South Wales,Narrabri (A),2005,2,1546.3468182000001,1307.78952245,0
New South Wales,Narrabri (A),2006,17,47164.70623309,23108.14320145,2
