ADM1_NAME,ADM2_NAME,year,sightings
New South Wales,Wollondilly (A),2025,242
New South Wales,Wollondilly (A),2026,17
Northern Territory,Barkly (S),2009,1
Queensland,Banana (S),1991,2
Queensland,Banana (S),1992,4
Queensland,Banana (S),1993,2
Queensland,Banana (S),1994,17
Queensland,Banana (S),1995,3
Queensland,Banana (S),1996,32
Queensland,Banana (S),1997,43
Queensland,Banana (S),1998,4
Queensland,Banana (S),1999,8
Queensland,Banana (S),2000,3
Queensland,Banana (S),2001,20
Queensland,Banana (S),2002,16
Queensland,Banana (S),2003,8
Queensland,Banana (S),2004,1
Queensland,Banana (S),2005,1
Queensland,Banana (S),2006,2
Queensland,Banana (S),2007,2
Queensland,Banana (S),2008,1
Queensland,Banana (S),2009,6
Queensland,Banana (S),2011,2
Queensland,Banana (S),2012,4
Queensland,Banana (S),2013,4
Queensland,Banana (S),2014,21
Queensland,Banana (S),2015,3
Queensland,Banana (S),2018,3
Queensland,Banana (S),2019,4
Queensland,Banana (S),2020,9
Queensland,Banana (S),2021,9
Queensland,Banana (S),2022,6
Queensland,Banana (S),2023,3
Queensland,Banana (S),2024,4
Queensland,Banana (S),2025,19
Queensland,Banana (S),2026,4
Queensland,Brisbane (C),1990,70
Queensland,Brisbane (C),1991,146
Queensland,Brisbane (C),1992,152
Queensland,Brisbane (C),1993,210
Queensland,Brisbane (C),1994,65
Queensland,Brisbane (C),1995,15
Queensland,Brisbane (C),1996,436
Queensland,Brisbane (C),1997,248
Queensland,Brisbane (C),1998,231
Queensland,Brisbane (C),1999,233
Queensland,Brisbane (C),2000,362
Queensland,Brisbane (C),2001,256
Queensland,Brisbane (C),2002,241
Queensland,Brisbane (C),2003,196
Queensland,Brisbane (C),2004,216
Queensland,Brisbane (C),2005,126
Queensland,Brisbane (C),2006,130
Queensland,Brisbane (C),2007,157
Queensland,Brisbane (C),2008,126
Queensland,Brisbane (C),2009,252
Queensland,Brisbane (C),2010,233
Queensland,Brisbane (C),2011,270
Queensland,Brisbane (C),2012,123
Queensland,Brisbane (C),2013,265
Queensland,Brisbane (C),2014,212
Queensland,Brisbane (C),2015,221
Queensland,Brisbane (C),2016,311
Queensland,Brisbane (C),2017,797
Queensland,Brisbane (C),2018,854
Queensland,Brisbane (C),2019,817
Queensland,Brisbane (C),2020,1059
Queensland,Brisbane (C),2021,857
Queensland,Brisbane (C),2022,738
Queensland,Brisbane (C),2023,2514
Queensland,Brisbane (C),2024,2549
Queensland,Brisbane (C),2025,3190
Queensland,Brisbane (C),2026,2328
Queensland,Bundaberg (R),1991,1
Queensland,Bundaberg (R),1992,4
Queensland,Bundaberg (R),1993,1
Queensland,Bundaberg (R),1994,14
Queensland,Bundaberg (R),1995,7
Queensland,Bundaberg (R),1996,2
Queensland,Bundaberg (R),1997,44
Queensland,Bundaberg (R),1998,11
Queensland,Bundaberg (R),1999,14
Queensland,Bundaberg (R),2000,5
Queensland,Bundaberg (R),2001,8
Queensland,Bundaberg (R),2002,2
Queensland,Bundaberg (R),2003,2
Queensland,Bundaberg (R),2004,4
Queensland,Bundaberg (R),2005,1
Queensland,Bundaberg (R),2006,2
Queensland,Bundaberg (R),2007,1
Queensland,Bundaberg (R),2008,1
Queensland,Bundaberg (R),2009,1
Queensland,Bundaberg (R),2010,3
Queensland,Bundaberg (R),2011,3
Queensland,Bundaberg (R),2012,11
Queensland,Bundaberg (R),2013,11
Queensland,Bundaberg (R),2014,3
Queensland,Bundaberg (R),2015,2
Queensland,Bundaberg (R),2016,1
Queensland,Bundaberg (R),2017,1
Queensland,Bundaberg (R),2018,2
Queensland,Bundaberg (R),2019,3
Queensland,Bundaberg (R),2020,8
Queensland,Bundaberg (R),2021,5
Queensland,Bundaberg (R),2022,2
Queensland,Bundaberg (R),2023,1
Queensland,Bundaberg (R),2024,3
Queensland,Bundaberg (R),2025,3
Queensland,Cairns (R),1990,7
Queensland,Cairns (R),1997,2
Queensland,Cairns (R),1999,2
Queensland,Cairns (R),2000,3
Queensland,Cairns (R),2001,1
Queensland,Cairns (R),2005,1
Queensland,Cairns (R),2009,2
Queensland,Cairns (R),2010,2
Queensland,Cairns (R),2012,1
Queensland,Cairns (R),2013,1
Queensland,Cairns (R),2015,1
Queensland,Cairns (R),2016,2
Queensland,Cairns (R),2017,5
Queensland,Cairns (R),2018,1
Queensland,Cairns (R),2019,2
Queensland,Cairns (R),2021,1
Queensland,Cairns (R),2022,2
Queensland,Cairns (R),2023,3
Queensland,Cairns (R),2025,1
Queensland,Cassowary Coast (R),1999,1
Queensland,Cassowary Coast (R),2004,1
Queensland,Cassowary Coast (R),2025,1
Queensland,Central Highlands (R),1990,24
Queensland,Central Highlands (R),1991,20
Queensland,Central Highlands (R),1992,2
Queensland,Central Highlands (R),1993,4
Queensland,Central Highlands (R),1994,1
Queensland,Central Highlands (R),1995,5
Queensland,Central Highlands (R),1996,3
Queensland,Central Highlands (R),1997,63
Queensland,Central Highlands (R),1998,4
Queensland,Central Highlands (R),1999,29
Queensland,Central Highlands (R),2000,13
Queensland,Central Highlands (R),2001,22
Queensland,Central Highlands (R),2002,15
Queensland,Central Highlands (R),2003,3
Queensland,Central Highlands (R),2004,1
Queensland,Central Highlands (R),2005,10
Queensland,Central Highlands (R),2006,5
Queensland,Central Highlands (R),2007,3
Queensland,Central Highlands (R),2008,6
Queensland,Central Highlands (R),2009,5
Queensland,Central Highlands (R),2010,4
Queensland,Central Highlands (R),2011,3
Queensland,Central Highlands (R),2012,18
Queensland,Central Highlands (R),2013,8
Queensland,Central Highlands (R),2014,44
Queensland,Central Highlands (R),2015,11
Queensland,Central Highlands (R),2016,7
Queensland,Central Highlands (R),2017,8
Queensland,Central Highlands (R),2018,9
Queensland,Central Highlands (R),2019,4
Queensland,Central Highlands (R),2020,2
Queensland,Central Highlands (R),2021,10
Queensland,Central Highlands (R),2022,12
Queensland,Central Highlands (R),2023,17
Queensland,Central Highlands (R),2024,6
Queensland,Central Highlands (R),2025,19
Queensland,Central Highlands (R),2026,7
Queensland,Charters Towers (R),1990,3
Queensland,Charters Towers (R),1991,8
Queensland,Charters Towers (R),1994,1
Queensland,Charters Towers (R),1995,2
Queensland,Charters Towers (R),1998,14
Queensland,Charters Towers (R),1999,4
Queensland,Charters Towers (R),2000,1
Queensland,Charters Towers (R),2001,6
Queensland,Charters Towers (R),2002,8
Queensland,Charters Towers (R),2003,14
Queensland,Charters Towers (R),2004,10
Queensland,Charters Towers (R),2005,4
Queensland,Charters Towers (R),2007,1
Queensland,Charters Towers (R),2008,1
Queensland,Charters Towers (R),2009,4
Queensland,Charters Towers (R),2010,8
Queensland,Charters Towers (R),2012,2
Queensland,Charters Towers (R),2013,2
Queensland,Charters Towers (R),2014,19
Queensland,Charters Towers (R),2015,25
Queensland,Charters Towers (R),2016,22
Queensland,Charters Towers (R),2019,1
Queensland,Charters Towers (R),2020,3
Queensland,Charters Towers (R),2022,5
Queensland,Charters Towers (R),2023,9
Queensland,Charters Towers (R),2024,4
Queensland,Charters Towers (R),2025,1
Queensland,Charters Towers (R),2026,9
Queensland,Cook (S),1991,2
Queensland,Cook (S),1999,3
Queensland,Cook (S),2005,1
Queensland,Cook (S),2009,10
Queensland,Cook (S),2010,4
Queensland,Cook (S),2011,7
Queensland,Cook (S),2012,8
Queensland,Cook (S),2013,2
Queensland,Cook (S),2015,1
Queensland,Cook (S),2016,10
Queensland,Cook (S),2017,5
Queensland,Cook (S),2022,1
Queensland,Etheridge (S),2003,2
Queensland,Etheridge (S),2009,7
Queensland,Etheridge (S),2011,1
Queensland,Etheridge (S),2013,2
Queensland,Etheridge (S),2014,1
Queensland,Etheridge (S),2015,3
Queensland,Etheridge (S),2016,2
Queensland,Etheridge (S),2021,2
Queensland,Etheridge (S),2022,2
Queensland,Etheridge (S),2023,4
Queensland,Fraser Coast (R),1990,3
Queensland,Fraser Coast (R),1991,1
Queensland,Fraser Coast (R),1992,10
Queensland,Fraser Coast (R),1993,4
Queensland,Fraser Coast (R),1994,2
Queensland,Fraser Coast (R),1995,74
Queensland,Fraser Coast (R),1996,4
Queensland,Fraser Coast (R),1997,93
Queensland,Fraser Coast (R),1998,13
Queensland,Fraser Coast (R),1999,14
Queensland,Fraser Coast (R),2000,10
Queensland,Fraser Coast (R),2001,13
Queensland,Fraser Coast (R),2002,7
Queensland,Fraser Coast (R),2003,5
Queensland,Fraser Coast (R),2004,5
Queensland,Fraser Coast (R),2005,3
Queensland,Fraser Coast (R),2006,4
Queensland,Fraser Coast (R),2007,13
Queensland,Fraser Coast (R),2008,12
Queensland,Fraser Coast (R),2009,9
Queensland,Fraser Coast (R),2010,47
Queensland,Fraser Coast (R),2011,67
Queensland,Fraser Coast (R),2012,81
Queensland,Fraser Coast (R),2013,76
Queensland,Fraser Coast (R),2014,58
Queensland,Fraser Coast (R),2015,30
Queensland,Fraser Coast (R),2016,8
Queensland,Fraser Coast (R),2017,9
Queensland,Fraser Coast (R),2018,16
Queensland,Fraser Coast (R),2019,10
Queensland,Fraser Coast (R),2020,35
Queensland,Fraser Coast (R),2021,13
Queensland,Fraser Coast (R),2022,18
Queensland,Fraser Coast (R),2023,12
Queensland,Fraser Coast (R),2024,59
Queensland,Fraser Coast (R),2025,66
Queensland,Fraser Coast (R),2026,11
Queensland,Gladstone (R),1990,1
Queensland,Gladstone (R),1992,20
Queensland,Gladstone (R),1993,5
Queensland,Gladstone (R),1994,31
Queensland,Gladstone (R),1995,6
Queensland,Gladstone (R),1996,5
Queensland,Gladstone (R),1997,121
Queensland,Gladstone (R),1998,16
Queensland,Gladstone (R),1999,25
Queensland,Gladstone (R),2000,10
Queensland,Gladstone (R),2001,5
Queensland,Gladstone (R),2002,6
Queensland,Gladstone (R),2003,9
Queensland,Gladstone (R),2004,16
Queensland,Gladstone (R),2005,5
Queensland,Gladstone (R),2006,3
Queensland,Gladstone (R),2007,9
Queensland,Gladstone (R),2008,2
Queensland,Gladstone (R),2009,3
Queensland,Gladstone (R),2010,5
Queensland,Gladstone (R),2011,3
Queensland,Gladstone (R),2012,4
Queensland,Gladstone (R),2013,19
Queensland,Gladstone (R),2014,4
Queensland,Gladstone (R),2015,8
Queensland,Gladstone (R),2016,9
Queensland,Gladstone (R),2017,7
Queensland,Gladstone (R),2018,13
Queensland,Gladstone (R),2019,6
Queensland,Gladstone (R),2020,8
Queensland,Gladstone (R),2021,7
Queensland,Gladstone (R),2022,5
Queensland,Gladstone (R),2023,18
Queensland,Gladstone (R),2024,2
Queensland,Gladstone (R),2025,2
Queensland,Gladstone (R),2026,1
Queensland,Goondiwindi (R),1993,1
Queensland,Goondiwindi (R),1994,15
Queensland,Goondiwindi (R),1995,7
Queensland,Goondiwindi (R),1996,2
Queensland,Goondiwindi (R),1998,1
Queensland,Goondiwindi (R),1999,20
Queensland,Goondiwindi (R),2000,5
Queensland,Goondiwindi (R),2001,8
Queensland,Goondiwindi (R),2002,2
Queensland,Goondiwindi (R),2003,8
Queensland,Goondiwindi (R),2004,14
Queensland,Goondiwindi (R),2005,3
Queensland,Goondiwindi (R),2006,13
Queensland,Goondiwindi (R),2007,2
Queensland,Goondiwindi (R),2008,9
Queensland,Goondiwindi (R),2009,4
Queensland,Goondiwindi (R),2011,12
Queensland,Goondiwindi (R),2012,2
Queensland,Goondiwindi (R),2013,14
Queensland,Goondiwindi (R),2014,4
Queensland,Goondiwindi (R),2015,1
Queensland,Goondiwindi (R),2016,4
Queensland,Goondiwindi (R),2017,55
Queensland,Goondiwindi (R),2018,41
Queensland,Goondiwindi (R),2019,78
Queensland,Goondiwindi (R),2020,31
Queensland,Goondiwindi (R),2021,45
Queensland,Goondiwindi (R),2022,16
Queensland,Goondiwindi (R),2023,7
Queensland,Goondiwindi (R),2024,9
Queensland,Goondiwindi (R),2025,20
Queensland,Goondiwindi (R),2026,1
Queensland,Gympie (R),1990,1
Queensland,Gympie (R),1991,6
Queensland,Gympie (R),1992,10
Queensland,Gympie (R),1994,3
Queensland,Gympie (R),1995,6
Queensland,Gympie (R),1996,8
Queensland,Gympie (R),1997,127
Queensland,Gympie (R),1998,16
Queensland,Gympie (R),1999,59
Queensland,Gympie (R),2000,55
Queensland,Gympie (R),2001,59
Queensland,Gympie (R),2002,24
Queensland,Gympie (R),2003,20
Queensland,Gympie (R),2004,11
Queensland,Gympie (R),2005,20
Queensland,Gympie (R),2006,38
Queensland,Gympie (R),2007,43
Queensland,Gympie (R),2008,32
Queensland,Gympie (R),2009,36
Queensland,Gympie (R),2010,63
Queensland,Gympie (R),2011,56
Queensland,Gympie (R),2012,42
Queensland,Gympie (R),2013,40
Queensland,Gympie (R),2014,42
Queensland,Gympie (R),2015,30
Queensland,Gympie (R),2016,35
Queensland,Gympie (R),2017,25
Queensland,Gympie (R),2018,25
Queensland,Gympie (R),2019,30
Queensland,Gympie (R),2020,24
Queensland,Gympie (R),2021,15
Queensland,Gympie (R),2022,26
Queensland,Gympie (R),2023,36
Queensland,Gympie (R),2024,92
Queensland,Gympie (R),2025,39
Queensland,Gympie (R),2026,15
Queensland,Hinchinbrook (S),2000,1
Queensland,Hinchinbrook (S),2001,4
Queensland,Hinchinbrook (S),2008,1
Queensland,Hinchinbrook (S),2010,1
Queensland,Hinchinbrook (S),2013,1
Queensland,Hinchinbrook (S),2017,1
Queensland,Hinchinbrook (S),2018,1
Queensland,Hinchinbrook (S),2022,1
Queensland,Hinchinbrook (S),2023,3
Queensland,Hinchinbrook (S),2024,2
Queensland,Hinchinbrook (S),2025,1
Queensland,Hinchinbrook (S),2026,2
Queensland,Isaac (R),1990,4
Queensland,Isaac (R),1991,6
Queensland,Isaac (R),1993,1
Queensland,Isaac (R),1994,5
Queensland,Isaac (R),1995,1
Queensland,Isaac (R),1996,5
Queensland,Isaac (R),1997,3
Queensland,Isaac (R),1998,3
Queensland,Isaac (R),1999,2
Queensland,Isaac (R),2000,6
Queensland,Isaac (R),2001,1
Queensland,Isaac (R),2002,7
Queensland,Isaac (R),2004,1
Queensland,Isaac (R),2005,1
Queensland,Isaac (R),2006,1
Queensland,Isaac (R),2008,3
Queensland,Isaac (R),2009,3
Queensland,Isaac (R),2010,5
Queensland,Isaac (R),2011,3
Queensland,Isaac (R),2012,6
Queensland,Isaac (R),2013,18
Queensland,Isaac (R),2014,35
Queensland,Isaac (R),2015,26
Queensland,Isaac (R),2016,12
Queensland,Isaac (R),2017,58
Queensland,Isaac (R),2018,95
Queensland,Isaac (R),2019,81
Queensland,Isaac (R),2020,93
Queensland,Isaac (R),2021,386
Queensland,Isaac (R),2022,285
Queensland,Isaac (R),2023,377
Queensland,Isaac (R),2024,51
Queensland,Isaac (R),2025,50
Queensland,Isaac (R),2026,17
Queensland,Lockyer Valley (R),1990,34
Queensland,Lockyer Valley (R),1991,43
Queensland,Lockyer Valley (R),1992,52
Queensland,Lockyer Valley (R),1993,48
Queensland,Lockyer Valley (R),1994,34
Queensland,Lockyer Valley (R),1995,9
Queensland,Lockyer Valley (R),1996,2
Queensland,Lockyer Valley (R),1997,27
Queensland,Lockyer Valley (R),1998,10
Queensland,Lockyer Valley (R),1999,33
Queensland,Lockyer Valley (R),2000,44
Queensland,Lockyer Valley (R),2001,16
Queensland,Lockyer Valley (R),2002,13
Queensland,Lockyer Valley (R),2003,5
Queensland,Lockyer Valley (R),2004,10
Queensland,Lockyer Valley (R),2005,3
Queensland,Lockyer Valley (R),2006,29
Queensland,Lockyer Valley (R),2007,10
Queensland,Lockyer Valley (R),2008,23
Queensland,Lockyer Valley (R),2009,38
Queensland,Lockyer Valley (R),2010,43
Queensland,Lockyer Valley (R),2011,39
Queensland,Lockyer Valley (R),2012,57
Queensland,Lockyer Valley (R),2013,92
Queensland,Lockyer Valley (R),2014,56
Queensland,Lockyer Valley (R),2015,428
Queensland,Lockyer Valley (R),2016,848
Queensland,Lockyer Valley (R),2017,873
Queensland,Lockyer Valley (R),2018,236
Queensland,Lockyer Valley (R),2019,423
Queensland,Lockyer Valley (R),2020,328
Queensland,Lockyer Valley (R),2021,355
Queensland,Lockyer Valley (R),2022,150
Queensland,Lockyer Valley (R),2023,225
Queensland,Lockyer Valley (R),2024,85
Queensland,Lockyer Valley (R),2025,75
Queensland,Lockyer Valley (R),2026,22
Queensland,Mackay (R),1990,3
Queensland,Mackay (R),1992,3
Queensland,Mackay (R),1994,6
Queensland,Mackay (R),1995,1
Queensland,Mackay (R),1998,6
Queensland,Mackay (R),1999,2
Queensland,Mackay (R),2000,4
Queensland,Mackay (R),2001,25
Queensland,Mackay (R),2002,36
Queensland,Mackay (R),2003,20
Queensland,Mackay (R),2004,20
Queensland,Mackay (R),2005,11
Queensland,Mackay (R),2006,11
Queensland,Mackay (R),2007,13
Queensland,Mackay (R),2008,23
Queensland,Mackay (R),2009,12
Queensland,Mackay (R),2010,7
Queensland,Mackay (R),2011,4
Queensland,Mackay (R),2012,7
Queensland,Mackay (R),2013,15
Queensland,Mackay (R),2014,11
Queensland,Mackay (R),2015,12
Queensland,Mackay (R),2016,11
Queensland,Mackay (R),2017,20
Queensland,Mackay (R),2018,21
Queensland,Mackay (R),2019,12
Queensland,Mackay (R),2020,13
Queensland,Mackay (R),2021,36
Queensland,Mackay (R),2022,22
Queensland,Mackay (R),2023,37
Queensland,Mackay (R),2024,17
Queensland,Mackay (R),2025,12
Queensland,Mackay (R),2026,10
Queensland,Maranoa (R),1990,1
Queensland,Maranoa (R),1991,1
Queensland,Maranoa (R),1996,1
Queensland,Maranoa (R),1997,1
Queensland,Maranoa (R),1998,2
Queensland,Maranoa (R),1999,5
Queensland,Maranoa (R),2000,4
Queensland,Maranoa (R),2001,3
Queensland,Maranoa (R),2003,2
Queensland,Maranoa (R),2008,2
Queensland,Maranoa (R),2009,2
Queensland,Maranoa (R),2012,2
Queensland,Maranoa (R),2013,10
Queensland,Maranoa (R),2014,18
Queensland,Maranoa (R),2015,1
Queensland,Maranoa (R),2017,1
Queensland,Maranoa (R),2018,1
Queensland,Maranoa (R),2019,2
Queensland,Maranoa (R),2020,1
Queensland,Maranoa (R),2021,1
Queensland,Maranoa (R),2022,3
Queensland,Maranoa (R),2023,6
Queensland,Maranoa (R),2024,3
Queensland,Maranoa (R),2025,6
Queensland,Maranoa (R),2026,4
Queensland,North Burnett (R),1992,16
Queensland,North Burnett (R),1993,5
Queensland,North Burnett (R),1994,6
Queensland,North Burnett (R),1995,1
Queensland,North Burnett (R),1996,23
Queensland,North Burnett (R),1997,33
Queensland,North Burnett (R),1998,7
Queensland,North Burnett (R),1999,24
Queensland,North Burnett (R),2000,4
Queensland,North Burnett (R),2001,27
Queensland,North Burnett (R),2002,21
Queensland,North Burnett (R),2003,1
Queensland,North Burnett (R),2004,11
Queensland,North Burnett (R),2005,8
Queensland,North Burnett (R),2006,4
Queensland,North Burnett (R),2007,18
Queensland,North Burnett (R),2008,8
Queensland,North Burnett (R),2009,10
Queensland,North Burnett (R),2010,5
Queensland,North Burnett (R),2011,4
Queensland,North Burnett (R),2012,5
Queensland,North Burnett (R),2013,10
Queensland,North Burnett (R),2014,3
Queensland,North Burnett (R),2015,1
Queensland,North Burnett (R),2016,3
Queensland,North Burnett (R),2017,14
Queensland,North Burnett (R),2018,16
Queensland,North Burnett (R),2019,18
Queensland,North Burnett (R),2020,15
Queensland,North Burnett (R),2021,13
Queensland,North Burnett (R),2022,12
Queensland,North Burnett (R),2023,22
Queensland,North Burnett (R),2024,14
Queensland,North Burnett (R),2025,13
Queensland,North Burnett (R),2026,3
Queensland,Rockhampton (R),1990,3
Queensland,Rockhampton (R),1991,38
Queensland,Rockhampton (R),1992,32
Queensland,Rockhampton (R),1994,1
Queensland,Rockhampton (R),1995,1
Queensland,Rockhampton (R),1996,9
Queensland,Rockhampton (R),1997,1
Queensland,Rockhampton (R),1998,5
Queensland,Rockhampton (R),1999,42
Queensland,Rockhampton (R),2000,8
Queensland,Rockhampton (R),2001,3
Queensland,Rockhampton (R),2002,4
Queensland,Rockhampton (R),2004,1
Queensland,Rockhampton (R),2009,2
Queensland,Rockhampton (R),2010,2
Queensland,Rockhampton (R),2011,3
Queensland,Rockhampton (R),2012,2
Queensland,Rockhampton (R),2013,1
Queensland,Rockhampton (R),2014,1
Queensland,Rockhampton (R),2015,1
Queensland,Rockhampton (R),2016,1
Queensland,Rockhampton (R),2017,2
Queensland,Rockhampton (R),2018,8
Queensland,Rockhampton (R),2019,2
Queensland,Rockhampton (R),2020,6
Queensland,Rockhampton (R),2021,2
Queensland,Rockhampton (R),2022,5
Queensland,Rockhampton (R),2023,5
Queensland,Rockhampton (R),2024,1
Queensland,Rockhampton (R),2025,3
Queensland,Scenic Rim (R),1990,9
Queensland,Scenic Rim (R),1991,10
Queensland,Scenic Rim (R),1992,54
Queensland,Scenic Rim (R),1993,90
Queensland,Scenic Rim (R),1994,47
Queensland,Scenic Rim (R),1995,14
Queensland,Scenic Rim (R),1996,9
Queensland,Scenic Rim (R),1997,41
Queensland,Scenic Rim (R),1998,30
Queensland,Scenic Rim (R),1999,37
Queensland,Scenic Rim (R),2000,43
Queensland,Scenic Rim (R),2001,58
Queensland,Scenic Rim (R),2002,60
Queensland,Scenic Rim (R),2003,71
Queensland,Scenic Rim (R),2004,91
Queensland,Scenic Rim (R),2005,107
Queensland,Scenic Rim (R),2006,56
Queensland,Scenic Rim (R),2007,83
Queensland,Scenic Rim (R),2008,62
Queensland,Scenic Rim (R),2009,103
Queensland,Scenic Rim (R),2010,79
Queensland,Scenic Rim (R),2011,95
Queensland,Scenic Rim (R),2012,38
Queensland,Scenic Rim (R),2013,69
Queensland,Scenic Rim (R),2014,153
Queensland,Scenic Rim (R),2015,162
Queensland,Scenic Rim (R),2016,51
Queensland,Scenic Rim (R),2017,124
Queensland,Scenic Rim (R),2018,65
Queensland,Scenic Rim (R),2019,75
Queensland,Scenic Rim (R),2020,117
Queensland,Scenic Rim (R),2021,89
Queensland,Scenic Rim (R),2022,174
Queensland,Scenic Rim (R),2023,185
Queensland,Scenic Rim (R),2024,372
Queensland,Scenic Rim (R),2025,246
Queensland,Scenic Rim (R),2026,71
Queensland,Somerset (R),1990,7
Queensland,Somerset (R),1991,60
Queensland,Somerset (R),1992,76
Queensland,Somerset (R),1993,49
Queensland,Somerset (R),1994,47
Queensland,Somerset (R),1995,1
Queensland,Somerset (R),1996,5
Queensland,Somerset (R),1997,74
Queensland,Somerset (R),1998,23
Queensland,Somerset (R),1999,29
Queensland,Somerset (R),2000,37
Queensland,Somerset (R),2001,38
Queensland,Somerset (R),2002,33
Queensland,Somerset (R),2003,32
Queensland,Somerset (R),2004,14
Queensland,Somerset (R),2005,18
Queensland,Somerset (R),2006,33
Queensland,Somerset (R),2007,46
Queensland,Somerset (R),2008,32
Queensland,Somerset (R),2009,75
Queensland,Somerset (R),2010,90
Queensland,Somerset (R),2011,120
Queensland,Somerset (R),2012,24
Queensland,Somerset (R),2013,73
Queensland,Somerset (R),2014,167
Queensland,Somerset (R),2015,32
Queensland,Somerset (R),2016,33
Queensland,Somerset (R),2017,11
Queensland,Somerset (R),2018,41
Queensland,Somerset (R),2019,43
Queensland,Somerset (R),2020,32
Queensland,Somerset (R),2021,195
Queensland,Somerset (R),2022,109
Queensland,Somerset (R),2023,294
Queensland,Somerset (R),2024,197
Queensland,Somerset (R),2025,168
Queensland,Somerset (R),2026,111
Queensland,South Burnett (R),1990,2
Queensland,South Burnett (R),1991,4
Queensland,South Burnett (R),1992,2
Queensland,South Burnett (R),1993,1
Queensland,South Burnett (R),1994,4
Queensland,South Burnett (R),1995,3
Queensland,South Burnett (R),1996,5
Queensland,South Burnett (R),1997,43
Queensland,South Burnett (R),1998,8
Queensland,South Burnett (R),1999,37
Queensland,South Burnett (R),2000,34
Queensland,South Burnett (R),2001,67
Queensland,South Burnett (R),2002,45
Queensland,South Burnett (R),2003,33
Queensland,South Burnett (R),2004,59
Queensland,South Burnett (R),2005,49
Queensland,South Burnett (R),2006,35
Queensland,South Burnett (R),2007,41
Queensland,South Burnett (R),2008,64
Queensland,South Burnett (R),2009,37
Queensland,South Burnett (R),2010,64
Queensland,South Burnett (R),2011,44
Queensland,South Burnett (R),2012,24
Queensland,South Burnett (R),2013,40
Queensland,South Burnett (R),2014,4
Queensland,South Burnett (R),2015,3
Queensland,South Burnett (R),2016,4
Queensland,South Burnett (R),2017,6
Queensland,South Burnett (R),2018,11
Queensland,South Burnett (R),2019,6
Queensland,South Burnett (R),2020,26
Queensland,South Burnett (R),2021,36
Queensland,South Burnett (R),2022,45
Queensland,South Burnett (R),2023,275
Queensland,South Burnett (R),2024,254
Queensland,South Burnett (R),2025,158
Queensland,South Burnett (R),2026,34
Queensland,Southern Downs (R),1990,5
Queensland,Southern Downs (R),1991,2
Queensland,Southern Downs (R),1992,11
Queensland,Southern Downs (R),1993,20
Queensland,Southern Downs (R),1994,19
Queensland,Southern Downs (R),1995,3
Queensland,Southern Downs (R),1996,10
Queensland,Southern Downs (R),1997,36
Queensland,Southern Downs (R),1998,9
Queensland,Southern Downs (R),1999,62
Queensland,Southern Downs (R),2000,60
Queensland,Southern Downs (R),2001,74
Queensland,Southern Downs (R),2002,100
Queensland,Southern Downs (R),2003,37
Queensland,Southern Downs (R),2004,38
Queensland,Southern Downs (R),2005,43
Queensland,Southern Downs (R),2006,66
Queensland,Southern Downs (R),2007,42
Queensland,Southern Downs (R),2008,112
Queensland,Southern Downs (R),2009,29
Queensland,Southern Downs (R),2010,30
Queensland,Southern Downs (R),2011,51
Queensland,Southern Downs (R),2012,46
Queensland,Southern Downs (R),2013,68
Queensland,Southern Downs (R),2014,16
Queensland,Southern Downs (R),2015,34
Queensland,Southern Downs (R),2016,41
Queensland,Southern Downs (R),2017,152
Queensland,Southern Downs (R),2018,50
Queensland,Southern Downs (R),2019,49
Queensland,Southern Downs (R),2020,81
Queensland,Southern Downs (R),2021,58
Queensland,Southern Downs (R),2022,33
Queensland,Southern Downs (R),2023,34
Queensland,Southern Downs (R),2024,52
Queensland,Southern Downs (R),2025,72
Queensland,Southern Downs (R),2026,21
Queensland,Tablelands (R),1990,1
Queensland,Tablelands (R),1991,7
Queensland,Tablelands (R),1992,3
Queensland,Tablelands (R),1993,3
Queensland,Tablelands (R),1994,10
Queensland,Tablelands (R),1995,12
Queensland,Tablelands (R),1996,11
Queensland,Tablelands (R),1997,180
Queensland,Tablelands (R),1998,4
Queensland,Tablelands (R),1999,18
Queensland,Tablelands (R),2000,10
Queensland,Tablelands (R),2001,11
Queensland,Tablelands (R),2002,10
Queensland,Tablelands (R),2003,3
Queensland,Tablelands (R),2004,5
Queensland,Tablelands (R),2005,4
Queensland,Tablelands (R),2006,6
Queensland,Tablelands (R),2007,9
Queensland,Tablelands (R),2008,7
Queensland,Tablelands (R),2009,10
Queensland,Tablelands (R),2010,11
Queensland,Tablelands (R),2011,55
Queensland,Tablelands (R),2012,22
Queensland,Tablelands (R),2013,47
Queensland,Tablelands (R),2014,1
Queensland,Tablelands (R),2015,5
Queensland,Tablelands (R),2016,5
Queensland,Tablelands (R),2017,18
Queensland,Tablelands (R),2018,6
Queensland,Tablelands (R),2019,7
Queensland,Tablelands (R),2020,11
Queensland,Tablelands (R),2021,23
Queensland,Tablelands (R),2022,12
Queensland,Tablelands (R),2023,9
Queensland,Tablelands (R),2024,23
Queensland,Tablelands (R),2025,16
Queensland,Tablelands (R),2026,8
Queensland,Toowoomba (R),1990,6
Queensland,Toowoomba (R),1991,7
Queensland,Toowoomba (R),1992,7
Queensland,Toowoomba (R),1993,15
Queensland,Toowoomba (R),1994,28
Queensland,Toowoomba (R),1995,6
Queensland,Toowoomba (R),1996,1
Queensland,Toowoomba (R),1997,5
Queensland,Toowoomba (R),1998,5
Queensland,Toowoomba (R),1999,37
