ADM1_NAME,ADM2_NAME,year,sightings
New South Wales,Mid-Western Regional (A),1999,22
New South Wales,Mid-Western Regional (A),2000,41
New South Wales,Mid-Western Regional (A),2001,43
New South Wales,Mid-Western Regional (A),2002,122
New South Wales,Mid-Western Regional (A),2003,29
New South Wales,Mid-Western Regional (A),2004,60
New South Wales,Mid-Western Regional (A),2005,113
New South Wales,Mid-Western Regional (A),2006,77
New South Wales,Mid-Western Regional (A),2007,14
New South Wales,Mid-Western Regional (A),2008,22
New South Wales,Mid-Western Regional (A),2009,18
New South Wales,Mid-Western Regional (A),2010,39
New South Wales,Mid-Western Regional (A),2011,16
New South Wales,Mid-Western Regional (A),2012,60
New South Wales,Mid-Western Regional (A),2013,48
New South Wales,Mid-Western Regional (A),2014,21
New South Wales,Mid-Western Regional (A),2015,33
New South Wales,Mid-Western Regional (A),2016,9
New South Wales,Mid-Western Regional (A),2017,45
New South Wales,Mid-Western Regional (A),2018,24
New South Wales,Mid-Western Regional (A),2019,50
New South Wales,Mid-Western Regional (A),2020,18
New South Wales,Mid-Western Regional (A),2021,158
New South Wales,Mid-Western Regional (A),2022,146
New South Wales,Mid-Western Regional (A),2023,1108
New South Wales,Mid-Western Regional (A),2024,183
New South Wales,Mid-Western Regional (A),2025,113
New South Wales,Mid-Western Regional (A),2026,14
New South Wales,Muswellbrook (A),1990,1
New South Wales,Muswellbrook (A),1991,2
New South Wales,Muswellbrook (A),1993,2
New South Wales,Muswellbrook (A),1994,3
New South Wales,Muswellbrook (A),1995,4
New South Wales,Muswellbrook (A),1997,29
New South Wales,Muswellbrook (A),1998,3
New South Wales,Muswellbrook (A),1999,14
New South Wales,Muswellbrook (A),2000,8
New South Wales,Muswellbrook (A),2001,21
New South Wales,Muswellbrook (A),2002,9
New South Wales,Muswellbrook (A),2003,3
New South Wales,Muswellbrook (A),2004,74
New South Wales,Muswellbrook (A),2005,103
New South Wales,Muswellbrook (A),2006,10
New South Wales,Muswellbrook (A),2007,6
New South Wales,Muswellbrook (A),2008,1
New South Wales,Muswellbrook (A),2009,7
New South Wales,Muswellbrook (A),2010,5
New South Wales,Muswellbrook (A),2011,4
New South Wales,Muswellbrook (A),2012,13
New South Wales,Muswellbrook (A),2013,6
New South Wales,Muswellbrook (A),2014,20
New South Wales,Muswellbrook (A),2015,9
New South Wales,Muswellbrook (A),2016,4
New South Wales,Muswellbrook (A),2017,8
New South Wales,Muswellbrook (A),2018,19
New South Wales,Muswellbrook (A),2019,24
New South Wales,Muswellbrook (A),2020,18
New South Wales,Muswellbrook (A),2021,16
New South Wales,Muswellbrook (A),2022,20
New South Wales,Muswellbrook (A),2023,26
New South Wales,Muswellbrook (A),2024,22
New South Wales,Muswellbrook (A),2025,17
New South Wales,Nambucca (A),1990,16
New South Wales,Nambucca (A),1991,21
New South Wales,Nambucca (A),1992,26
New South Wales,Nambucca (A),1993,98
New South Wales,Nambucca (A),1994,36
New South Wales,Nambucca (A),1995,34
New South Wales,Nambucca (A),1996,111
New South Wales,Nambucca (A),1997,232
New South Wales,Nambucca (A),1998,487
New South Wales,Nambucca (A),1999,280
New South Wales,Nambucca (A),2000,205
New South Wales,Nambucca (A),2001,99
New South Wales,Nambucca (A),2002,113
New South Wales,Nambucca (A),2003,73
New South Wales,Nambucca (A),2004,79
New South Wales,Nambucca (A),2005,25
New South Wales,Nambucca (A),2006,35
New South Wales,Nambucca (A),2007,32
New South Wales,Nambucca (A),2008,24
New South Wales,Nambucca (A),2009,41
New South Wales,Nambucca (A),2010,53
New South Wales,Nambucca (A),2011,48
New South Wales,Nambucca (A),2012,63
New South Wales,Nambucca (A),2013,54
New South Wales,Nambucca (A),2014,112
New South Wales,Nambucca (A),2015,78
New South Wales,Nambucca (A),2016,61
New South Wales,Nambucca (A),2017,26
New South Wales,Nambucca (A),2018,51
New South Wales,Nambucca (A),2019,81
New South Wales,Nambucca (A),2020,108
New South Wales,Nambucca (A),2021,69
New South Wales,Nambucca (A),2022,594
New South Wales,Nambucca (A),2023,111
New South Wales,Nambucca (A),2024,352
New South Wales,Nambucca (A),2025,60
New South Wales,Nambucca (A),2026,4
New South Wales,Narrabri (A),1991,6
New South Wales,Narrabri (A),1992,3
New South Wales,Narrabri (A),1993,35
New South Wales,Narrabri (A),1994,31
New South Wales,Narrabri (A),1995,3
New South Wales,Narrabri (A),1996,25
New South Wales,Narrabri (A),1997,10
New South Wales,Narrabri (A),1998,2
New South Wales,Narrabri (A),1999,23
New South Wales,Narrabri (A),2000,30
New South Wales,Narrabri (A),2001,22
New South Wales,Narrabri (A),2002,138
New South Wales,Narrabri (A),2003,34
New South Wales,Narrabri (A),2004,16
New South Wales,Narrabri (A),2005,24
New South Wales,Narrabri (A),2006,4
New South Wales,Narrabri (A),2007,8
New South Wales,Narrabri (A),2008,2
New South Wales,Narrabri (A),2009,29
New South Wales,Narrabri (A),2010,5
New South Wales,Narrabri (A),2011,8
New South Wales,Narrabri (A),2012,57
New South Wales,Narrabri (A),2013,29
New South Wales,Narrabri (A),2014,44
New South Wales,Narrabri (A),2015,43
New South Wales,Narrabri (A),2016,116
New South Wales,Narrabri (A),2017,121
New South Wales,Narrabri (A),2018,18
New South Wales,Narrabri (A),2019,22
New South Wales,Narrabri (A),2020,88
New South Wales,Narrabri (A),2021,28
New South Wales,Narrabri (A),2022,270
New South Wales,Narrabri (A),2023,95
New South Wales,Narrabri (A),2024,46
New South Wales,Narrabri (A),2025,14
New South Wales,Narrabri (A),2026,2
New South Wales,Oberon (A),1991,7
New South Wales,Oberon (A),1992,3
New South Wales,Oberon (A),1993,2
New South Wales,Oberon (A),1994,3
New South Wales,Oberon (A),1995,3
New South Wales,Oberon (A),1997,40
New South Wales,Oberon (A),1998,104
New South Wales,Oberon (A),1999,4
New South Wales,Oberon (A),2000,1
New South Wales,Oberon (A),2001,9
New South Wales,Oberon (A),2002,30
New South Wales,Oberon (A),2003,42
New South Wales,Oberon (A),2004,92
New South Wales,Oberon (A),2005,13
New South Wales,Oberon (A),2006,4
New South Wales,Oberon (A),2007,7
New South Wales,Oberon (A),2008,13
New South Wales,Oberon (A),2009,3
New South Wales,Oberon (A),2010,5
New South Wales,Oberon (A),2011,49
New South Wales,Oberon (A),2012,11
New South Wales,Oberon (A),2013,5
New South Wales,Oberon (A),2014,3
New South Wales,Oberon (A),2015,5
New South Wales,Oberon (A),2016,7
New South Wales,Oberon (A),2017,20
New South Wales,Oberon (A),2018,63
New South Wales,Oberon (A),2019,81
New South Wales,Oberon (A),2020,172
New South Wales,Oberon (A),2021,72
New South Wales,Oberon (A),2022,199
New South Wales,Oberon (A),2023,150
New South Wales,Oberon (A),2024,48
New South Wales,Oberon (A),2025,30
New South Wales,Oberon (A),2026,18
New South Wales,Palerang (A),1990,8
New South Wales,Palerang (A),1991,4
New South Wales,Palerang (A),1992,11
New South Wales,Palerang (A),1993,99
New South Wales,Palerang (A),1994,6
New South Wales,Palerang (A),1995,7
New South Wales,Palerang (A),1996,5
New South Wales,Palerang (A),1997,8
New South Wales,Palerang (A),1998,25
New South Wales,Palerang (A),1999,156
New South Wales,Palerang (A),2000,127
New South Wales,Palerang (A),2001,134
New South Wales,Palerang (A),2002,81
New South Wales,Palerang (A),2003,141
New South Wales,Palerang (A),2004,82
New South Wales,Palerang (A),2005,59
New South Wales,Palerang (A),2006,48
New South Wales,Palerang (A),2007,43
New South Wales,Palerang (A),2008,60
New South Wales,Palerang (A),2009,55
New South Wales,Palerang (A),2010,18
New South Wales,Palerang (A),2011,23
New South Wales,Palerang (A),2012,14
New South Wales,Palerang (A),2013,10
New South Wales,Palerang (A),2014,10
New South Wales,Palerang (A),2015,13
New South Wales,Palerang (A),2016,4
New South Wales,Palerang (A),2017,4
New South Wales,Palerang (A),2018,146
New South Wales,Palerang (A),2019,41
New South Wales,Palerang (A),2020,412
New South Wales,Palerang (A),2021,76
New South Wales,Palerang (A),2022,53
New South Wales,Palerang (A),2023,179
New South Wales,Palerang (A),2024,384
New South Wales,Palerang (A),2025,246
New South Wales,Palerang (A),2026,101
New South Wales,Port Macquarie-Hastings (A),1990,162
New South Wales,Port Macquarie-Hastings (A),1991,374
New South Wales,Port Macquarie-Hastings (A),1992,370
New South Wales,Port Macquarie-Hastings (A),1993,213
New South Wales,Port Macquarie-Hastings (A),1994,369
New South Wales,Port Macquarie-Hastings (A),1995,317
New South Wales,Port Macquarie-Hastings (A),1996,233
New South Wales,Port Macquarie-Hastings (A),1997,258
New South Wales,Port Macquarie-Hastings (A),1998,343
New South Wales,Port Macquarie-Hastings (A),1999,583
New South Wales,Port Macquarie-Hastings (A),2000,590
New South Wales,Port Macquarie-Hastings (A),2001,428
New South Wales,Port Macquarie-Hastings (A),2002,406
New South Wales,Port Macquarie-Hastings (A),2003,408
New South Wales,Port Macquarie-Hastings (A),2004,421
New South Wales,Port Macquarie-Hastings (A),2005,468
New South Wales,Port Macquarie-Hastings (A),2006,620
New South Wales,Port Macquarie-Hastings (A),2007,365
New South Wales,Port Macquarie-Hastings (A),2008,558
New South Wales,Port Macquarie-Hastings (A),2009,690
New South Wales,Port Macquarie-Hastings (A),2010,709
New South Wales,Port Macquarie-Hastings (A),2011,655
New South Wales,Port Macquarie-Hastings (A),2012,500
New South Wales,Port Macquarie-Hastings (A),2013,558
New South Wales,Port Macquarie-Hastings (A),2014,711
New South Wales,Port Macquarie-Hastings (A),2015,399
New South Wales,Port Macquarie-Hastings (A),2016,619
New South Wales,Port Macquarie-Hastings (A),2017,992
New South Wales,Port Macquarie-Hastings (A),2018,955
New South Wales,Port Macquarie-Hastings (A),2019,1543
New South Wales,Port Macquarie-Hastings (A),2020,1408
New South Wales,Port Macquarie-Hastings (A),2021,935
New South Wales,Port Macquarie-Hastings (A),2022,1302
New South Wales,Port Macquarie-Hastings (A),2023,1583
New South Wales,Port Macquarie-Hastings (A),2024,1447
New South Wales,Port Macquarie-Hastings (A),2025,965
New South Wales,Port Macquarie-Hastings (A),2026,257
New South Wales,Richmond Valley (A),1990,15
New South Wales,Richmond Valley (A),1991,64
New South Wales,Richmond Valley (A),1992,41
New South Wales,Richmond Valley (A),1993,9
New South Wales,Richmond Valley (A),1994,97
New South Wales,Richmond Valley (A),1995,44
New South Wales,Richmond Valley (A),1996,82
New South Wales,Richmond Valley (A),1997,123
New South Wales,Richmond Valley (A),1998,838
New South Wales,Richmond Valley (A),1999,110
New South Wales,Richmond Valley (A),2000,115
New South Wales,Richmond Valley (A),2001,65
New South Wales,Richmond Valley (A),2002,12
New South Wales,Richmond Valley (A),2003,58
New South Wales,Richmond Valley (A),2004,84
New South Wales,Richmond Valley (A),2005,61
New South Wales,Richmond Valley (A),2006,54
New South Wales,Richmond Valley (A),2007,40
New South Wales,Richmond Valley (A),2008,27
New South Wales,Richmond Valley (A),2009,42
New South Wales,Richmond Valley (A),2010,75
New South Wales,Richmond Valley (A),2011,64
New South Wales,Richmond Valley (A),2012,107
New South Wales,Richmond Valley (A),2013,180
New South Wales,Richmond Valley (A),2014,321
New South Wales,Richmond Valley (A),2015,125
New South Wales,Richmond Valley (A),2016,121
New South Wales,Richmond Valley (A),2017,129
New South Wales,Richmond Valley (A),2018,190
New South Wales,Richmond Valley (A),2019,576
New South Wales,Richmond Valley (A),2020,254
New South Wales,Richmond Valley (A),2021,118
New South Wales,Richmond Valley (A),2022,146
New South Wales,Richmond Valley (A),2023,501
New South Wales,Richmond Valley (A),2024,622
New South Wales,Richmond Valley (A),2025,97
New South Wales,Richmond Valley (A),2026,17
New South Wales,Shoalhaven (C),1990,12
New South Wales,Shoalhaven (C),1991,20
New South Wales,Shoalhaven (C),1992,23
New South Wales,Shoalhaven (C),1993,38
New South Wales,Shoalhaven (C),1994,64
New South Wales,Shoalhaven (C),1995,116
New South Wales,Shoalhaven (C),1996,67
New South Wales,Shoalhaven (C),1997,111
New South Wales,Shoalhaven (C),1998,167
New South Wales,Shoalhaven (C),1999,226
New South Wales,Shoalhaven (C),2000,260
New South Wales,Shoalhaven (C),2001,342
New South Wales,Shoalhaven (C),2002,260
New South Wales,Shoalhaven (C),2003,393
New South Wales,Shoalhaven (C),2004,231
New South Wales,Shoalhaven (C),2005,158
New South Wales,Shoalhaven (C),2006,172
New South Wales,Shoalhaven (C),2007,36
New South Wales,Shoalhaven (C),2008,84
New South Wales,Shoalhaven (C),2009,176
New South Wales,Shoalhaven (C),2010,91
New South Wales,Shoalhaven (C),2011,120
New South Wales,Shoalhaven (C),2012,91
New South Wales,Shoalhaven (C),2013,100
New South Wales,Shoalhaven (C),2014,81
New South Wales,Shoalhaven (C),2015,124
New South Wales,Shoalhaven (C),2016,110
New South Wales,Shoalhaven (C),2017,87
New South Wales,Shoalhaven (C),2018,193
New South Wales,Shoalhaven (C),2019,106
New South Wales,Shoalhaven (C),2020,286
New South Wales,Shoalhaven (C),2021,233
New South Wales,Shoalhaven (C),2022,284
New South Wales,Shoalhaven (C),2023,753
New South Wales,Shoalhaven (C),2024,4006
New South Wales,Shoalhaven (C),2025,72
New South Wales,Shoalhaven (C),2026,17
New South Wales,Singleton (A),1990,2
New South Wales,Singleton (A),1991,6
New South Wales,Singleton (A),1992,46
New South Wales,Singleton (A),1993,65
New South Wales,Singleton (A),1994,13
New South Wales,Singleton (A),1995,13
New South Wales,Singleton (A),1996,25
New South Wales,Singleton (A),1997,76
New South Wales,Singleton (A),1998,131
New South Wales,Singleton (A),1999,59
New South Wales,Singleton (A),2000,57
New South Wales,Singleton (A),2001,111
New South Wales,Singleton (A),2002,45
New South Wales,Singleton (A),2003,17
New South Wales,Singleton (A),2004,125
New South Wales,Singleton (A),2005,216
New South Wales,Singleton (A),2006,136
New South Wales,Singleton (A),2007,11
New South Wales,Singleton (A),2008,61
New South Wales,Singleton (A),2009,13
New South Wales,Singleton (A),2010,18
New South Wales,Singleton (A),2011,153
New South Wales,Singleton (A),2012,19
New South Wales,Singleton (A),2013,17
New South Wales,Singleton (A),2014,19
New South Wales,Singleton (A),2015,19
New South Wales,Singleton (A),2016,25
New South Wales,Singleton (A),2017,8
New South Wales,Singleton (A),2018,18
New South Wales,Singleton (A),2019,13
New South Wales,Singleton (A),2020,45
New South Wales,Singleton (A),2021,19
New South Wales,Singleton (A),2022,768
New South Wales,Singleton (A),2023,8
New South Wales,Singleton (A),2024,244
New South Wales,Singleton (A),2025,8
New South Wales,Snowy River (A),1991,5
New South Wales,Snowy River (A),1992,1
New South Wales,Snowy River (A),1994,1
New South Wales,Snowy River (A),1996,1
New South Wales,Snowy River (A),1998,10
New South Wales,Snowy River (A),1999,4
New South Wales,Snowy River (A),2000,7
New South Wales,Snowy River (A),2001,10
New South Wales,Snowy River (A),2002,2
New South Wales,Snowy River (A),2003,15
New South Wales,Snowy River (A),2004,6
New South Wales,Snowy River (A),2005,12
New South Wales,Snowy River (A),2006,12
New South Wales,Snowy River (A),2008,14
New South Wales,Snowy River (A),2009,7
New South Wales,Snowy River (A),2010,7
New South Wales,Snowy River (A),2011,9
New South Wales,Snowy River (A),2012,5
New South Wales,Snowy River (A),2014,2
New South Wales,Snowy River (A),2016,1
New South Wales,Snowy River (A),2017,1
New South Wales,Snowy River (A),2019,13
New South Wales,Snowy River (A),2020,15
New South Wales,Snowy River (A),2021,2
New South Wales,Snowy River (A),2022,7
New South Wales,Snowy River (A),2023,10
New South Wales,Snowy River (A),2024,9
New South Wales,Snowy River (A),2025,5
New South Wales,Snowy River (A),2026,4
New South Wales,Tenterfield (A),1990,4
New South Wales,Tenterfield (A),1991,53
New South Wales,Tenterfield (A),1992,771
New South Wales,Tenterfield (A),1993,17
New South Wales,Tenterfield (A),1994,21
New South Wales,Tenterfield (A),1995,18
New South Wales,Tenterfield (A),1996,14
New South Wales,Tenterfield (A),1997,77
New South Wales,Tenterfield (A),1998,267
New South Wales,Tenterfield (A),1999,120
New South Wales,Tenterfield (A),2000,82
New South Wales,Tenterfield (A),2001,180
New South Wales,Tenterfield (A),2002,74
New South Wales,Tenterfield (A),2003,33
New South Wales,Tenterfield (A),2004,103
New South Wales,Tenterfield (A),2005,37
New South Wales,Tenterfield (A),2006,38
New South Wales,Tenterfield (A),2007,82
New South Wales,Tenterfield (A),2008,107
New South Wales,Tenterfield (A),2009,52
New South Wales,Tenterfield (A),2010,64
New South Wales,Tenterfield (A),2011,62
New South Wales,Tenterfield (A),2012,36
New South Wales,Tenterfield (A),2013,64
New South Wales,Tenterfield (A),2014,26
New South Wales,Tenterfield (A),2015,32
New South Wales,Tenterfield (A),2016,59
New South Wales,Tenterfield (A),2017,32
New South Wales,Tenterfield (A),2018,65
New South Wales,Tenterfield (A),2019,35
New South Wales,Tenterfield (A),2020,74
New South Wales,Tenterfield (A),2021,54
New South Wales,Tenterfield (A),2022,137
New South Wales,Tenterfield (A),2023,840
New South Wales,Tenterfield (A),2024,188
New South Wales,Tenterfield (A),2025,137
New South Wales,Tenterfield (A),2026,31
New South Wales,Tumbarumba (A),1990,4
New South Wales,Tumbarumba (A),1991,1
New South Wales,Tumbarumba (A),1992,1
New South Wales,Tumbarumba (A),1993,1
New South Wales,Tumbarumba (A),1994,2
New South Wales,Tumbarumba (A),1995,111
New South Wales,Tumbarumba (A),1996,32
New South Wales,Tumbarumba (A),1997,25
New South Wales,Tumbarumba (A),1998,14
New South Wales,Tumbarumba (A),1999,14
New South Wales,Tumbarumba (A),2000,17
New South Wales,Tumbarumba (A),2001,13
New South Wales,Tumbarumba (A),2002,14
New South Wales,Tumbarumba (A),2003,41
New South Wales,Tumbarumba (A),2004,25
New South Wales,Tumbarumba (A),2005,5
New South Wales,Tumbarumba (A),2006,6
New South Wales,Tumbarumba (A),2007,29
New South Wales,Tumbarumba (A),2008,6
New South Wales,Tumbarumba (A),2009,4
New South Wales,Tumbarumba (A),2010,5
New South Wales,Tumbarumba (A),2011,18
New South Wales,Tumbarumba (A),2012,19
New South Wales,Tumbarumba (A),2013,7
New South Wales,Tumbarumba (A),2014,5
New South Wales,Tumbarumba (A),2015,2
New South Wales,Tumbarumba (A),2016,22
New South Wales,Tumbarumba (A),2017,9
New South Wales,Tumbarumba (A),2018,32
New South Wales,Tumbarumba (A),2019,50
New South Wales,Tumbarumba (A),2020,28
New South Wales,Tumbarumba (A),2021,29
New South Wales,Tumbarumba (A),2022,18
New South Wales,Tumbarumba (A),2023,19
New South Wales,Tumbarumba (A),2024,51
New South Wales,Tumbarumba (A),2025,8
New South Wales,Tumut Shire (A),1990,2
New South Wales,Tumut Shire (A),1991,5
New South Wales,Tumut Shire (A),1993,3
New South Wales,Tumut Shire (A),1994,7
New South Wales,Tumut Shire (A),1995,65
New South Wales,Tumut Shire (A),1996,22
New South Wales,Tumut Shire (A),1997,12
New South Wales,Tumut Shire (A),1998,76
New South Wales,Tumut Shire (A),1999,14
New South Wales,Tumut Shire (A),2000,12
New South Wales,Tumut Shire (A),2001,17
New South Wales,Tumut Shire (A),2002,4
New South Wales,Tumut Shire (A),2003,18
New South Wales,Tumut Shire (A),2004,22
New South Wales,Tumut Shire (A),2005,11
New South Wales,Tumut Shire (A),2006,11
New South Wales,Tumut Shire (A),2007,10
New South Wales,Tumut Shire (A),2008,2
New South Wales,Tumut Shire (A),2009,4
New South Wales,Tumut Shire (A),2010,12
New South Wales,Tumut Shire (A),2011,5
New South Wales,Tumut Shire (A),2012,5
New South Wales,Tumut Shire (A),2013,7
New South Wales,Tumut Shire (A),2014,3
New South Wales,Tumut Shire (A),2015,4
New South Wales,Tumut Shire (A),2016,4
New South Wales,Tumut Shire (A),2017,15
New South Wales,Tumut Shire (A),2018,37
New South Wales,Tumut Shire (A),2019,45
New South Wales,Tumut Shire (A),2020,9
New South Wales,Tumut Shire (A),2021,26
New South Wales,Tumut Shire (A),2022,17
New South Wales,Tumut Shire (A),2023,24
New South Wales,Tumut Shire (A),2024,58
New South Wales,Tumut Shire (A),2025,15
New South Wales,Tumut Shire (A),2026,8
New South Wales,Upper Hunter Shire (A),1990,7
New South Wales,Upper Hunter Shire (A),1991,3
New South Wales,Upper Hunter Shire (A),1992,322
New South Wales,Upper Hunter Shire (A),1993,32
New South Wales,Upper Hunter Shire (A),1994,13
New South Wales,Upper Hunter Shire (A),1995,2
New South Wales,Upper Hunter Shire (A),1996,9
New South Wales,Upper Hunter Shire (A),1997,11
New South Wales,Upper Hunter Shire (A),1998,273
New South Wales,Upper Hunter Shire (A),1999,45
New South Wales,Upper Hunter Shire (A),2000,38
New South Wales,Upper Hunter Shire (A),2001,27
New South Wales,Upper Hunter Shire (A),2002,20
New South Wales,Upper Hunter Shire (A),2003,15
New South Wales,Upper Hunter Shire (A),2004,8
New South Wales,Upper Hunter Shire (A),2005,12
New South Wales,Upper Hunter Shire (A),2006,16
New South Wales,Upper Hunter Shire (A),2007,5
New South Wales,Upper Hunter Shire (A),2008,17
New South Wales,Upper Hunter Shire (A),2009,5
New South Wales,Upper Hunter Shire (A),2010,10
New South Wales,Upper Hunter Shire (A),2011,106
New South Wales,Upper Hunter Shire (A),2012,26
New South Wales,Upper Hunter Shire (A),2013,16
New South Wales,Upper Hunter Shire (A),2014,12
New South Wales,Upper Hunter Shire (A),2015,10
New South Wales,Upper Hunter Shire (A),2016,11
New South Wales,Upper Hunter Shire (A),2017,27
New South Wales,Upper Hunter Shire (A),2018,20
New South Wales,Upper Hunter Shire (A),2019,54
New South Wales,Upper Hunter Shire (A),2020,13
New South Wales,Upper Hunter Shire (A),2021,13
New South Wales,Upper Hunter Shire (A),2022,65
New South Wales,Upper Hunter Shire (A),2023,2452
New South Wales,Upper Hunter Shire (A),2024,100
New South Wales,Upper Hunter Shire (A),2025,79
New South Wales,Upper Hunter Shire (A),2026,1
New South Wales,Walcha (A),1990,8
New South Wales,Walcha (A),1991,53
New South Wales,Walcha (A),1992,459
New South Wales,Walcha (A),1993,334
New South Wales,Walcha (A),1994,14
New South Wales,Walcha (A),1995,8
New South Wales,Walcha (A),1996,4
New South Wales,Walcha (A),1997,155
New South Wales,Walcha (A),1998,25
New South Wales,Walcha (A),1999,30
New South Wales,Walcha (A),2000,64
New South Wales,Walcha (A),2001,31
New South Wales,Walcha (A),2002,44
New South Wales,Walcha (A),2003,61
New South Wales,Walcha (A),2004,32
New South Wales,Walcha (A),2005,82
New South Wales,Walcha (A),2006,116
New South Wales,Walcha (A),2007,118
New South Wales,Walcha (A),2008,107
New South Wales,Walcha (A),2009,57
New South Wales,Walcha (A),2010,61
New South Wales,Walcha (A),2011,16
New South Wales,Walcha (A),2012,9
New South Wales,Walcha (A),2013,30
New South Wales,Walcha (A),2014,24
New South Wales,Walcha (A),2015,93
New South Wales,Walcha (A),2016,111
New South Wales,Walcha (A),2017,10
New South Wales,Walcha (A),2018,116
New South Wales,Walcha (A),2019,20
New South Wales,Walcha (A),2020,126
New South Wales,Walcha (A),2021,65
New South Wales,Walcha (A),2022,55
New South Wales,Walcha (A),2023,312
New South Wales,Walcha (A),2024,693
New South Wales,Walcha (A),2025,790
New South Wales,Walcha (A),2026,157
New South Wales,Warrumbungle Shire (A),1990,12
New South Wales,Warrumbungle Shire (A),1991,18
New South Wales,Warrumbungle Shire (A),1992,24
New South Wales,Warrumbungle Shire (A),1993,62
New South Wales,Warrumbungle Shire (A),1994,23
New South Wales,Warrumbungle Shire (A),1995,20
New South Wales,Warrumbungle Shire (A),1996,17
New South Wales,Warrumbungle Shire (A),1997,33
New South Wales,Warrumbungle Shire (A),1998,171
New South Wales,Warrumbungle Shire (A),1999,29
New South Wales,Warrumbungle Shire (A),2000,38
New South Wales,Warrumbungle Shire (A),2001,35
New South Wales,Warrumbungle Shire (A),2002,198
New South Wales,Warrumbungle Shire (A),2003,92
New South Wales,Warrumbungle Shire (A),2004,18
New South Wales,Warrumbungle Shire (A),2005,20
New South Wales,Warrumbungle Shire (A),2006,21
New South Wales,Warrumbungle Shire (A),2007,9
New South Wales,Warrumbungle Shire (A),2008,21
New South Wales,Warrumbungle Shire (A),2009,23
New South Wales,Warrumbungle Shire (A),2010,14
New South Wales,Warrumbungle Shire (A),2011,12
New South Wales,Warrumbungle Shire (A),2012,19
New South Wales,Warrumbungle Shire (A),2013,12
New South Wales,Warrumbungle Shire (A),2014,21
New South Wales,Warrumbungle Shire (A),2015,9
New South Wales,Warrumbungle Shire (A),2016,6
New South Wales,Warrumbungle Shire (A),2017,18
New South Wales,Warrumbungle Shire (A),2018,12
New South Wales,Warrumbungle Shire (A),2019,12
New South Wales,Warrumbungle Shire (A),2020,13
New South Wales,Warrumbungle Shire (A),2021,26
New South Wales,Warrumbungle Shire (A),2022,26
New South Wales,Warrumbungle Shire (A),2023,958
New South Wales,Warrumbungle Shire (A),2024,13
New South Wales,Warrumbungle Shire (A),2025,31
New South Wales,Wentworth (A),2002,1
New South Wales,Wentworth (A),2003,2
New South Wales,Wentworth (A),2008,1
New South Wales,Wingecarribee (A),1990,23
New South Wales,Wingecarribee (A),1991,13
New South Wales,Wingecarribee (A),1992,8
New South Wales,Wingecarribee (A),1993,11
New South Wales,Wingecarribee (A),1994,66
New South Wales,Wingecarribee (A),1995,17
New South Wales,Wingecarribee (A),1996,30
New South Wales,Wingecarribee (A),1997,38
New South Wales,Wingecarribee (A),1998,31
New South Wales,Wingecarribee (A),1999,85
New South Wales,Wingecarribee (A),2000,56
New South Wales,Wingecarribee (A),2001,43
New South Wales,Wingecarribee (A),2002,73
New South Wales,Wingecarribee (A),2003,140
New South Wales,Wingecarribee (A),2004,141
New South Wales,Wingecarribee (A),2005,35
New South Wales,Wingecarribee (A),2006,31
New South Wales,Wingecarribee (A),2007,28
New South Wales,Wingecarribee (A),2008,41
New South Wales,Wingecarribee (A),2009,38
New South Wales,Wingecarribee (A),2010,40
New South Wales,Wingecarribee (A),2011,79
New South Wales,Wingecarribee (A),2012,103
New South Wales,Wingecarribee (A),2013,114
New South Wales,Wingecarribee (A),2014,188
New South Wales,Wingecarribee (A),2015,2213
New South Wales,Wingecarribee (A),2016,1188
New South Wales,Wingecarribee (A),2017,177
New South Wales,Wingecarribee (A),2018,243
New South Wales,Wingecarribee (A),2019,140
New South Wales,Wingecarribee (A),2020,261
New South Wales,Wingecarribee (A),2021,15356
New South Wales,Wingecarribee (A),2022,558
New South Wales,Wingecarribee (A),2023,2927
New South Wales,Wingecarribee (A),2024,853
New South Wales,Wingecarribee (A),2025,177
New South Wales,Wingecarribee (A),2026,25
New South Wales,Wollondilly (A),1990,8
New South Wales,Wollondilly (A),1991,26
New South Wales,Wollondilly (A),1992,18
New South Wales,Wollondilly (A),1993,3
New South Wales,Wollondilly (A),1994,16
New South Wales,Wollondilly (A),1995,6
New South Wales,Wollondilly (A),1996,9
New South Wales,Wollondilly (A),1997,205
New South Wales,Wollondilly (A),1998,32
New South Wales,Wollondilly (A),1999,35
New South Wales,Wollondilly (A),2000,31
New South Wales,Wollondilly (A),2001,29
New South Wales,Wollondilly (A),2002,90
New South Wales,Wollondilly (A),2003,136
New South Wales,Wollondilly (A),2004,72
New South Wales,Wollondilly (A),2005,23
New South Wales,Wollondilly (A),2006,43
New South Wales,Wollondilly (A),2007,33
New South Wales,Wollondilly (A),2008,39
New South Wales,Wollondilly (A),2009,25
New South Wales,Wollondilly (A),2010,17
New South Wales,Wollondilly (A),2011,7
New South Wales,Wollondilly (A),2012,30
New South Wales,Wollondilly (A),2013,29
New South Wales,Wollondilly (A),2014,19
New South Wales,Wollondilly (A),2015,54
New South Wales,Wollondilly (A),2016,84
New South Wales,Wollondilly (A),2017,1346
New South Wales,Wollondilly (A),2018,66
New South Wales,Wollondilly (A),2019,93
New South Wales,Wollondilly (A),2020,65
New South Wales,Wollondilly (A),2021,152
New South Wales,Wollondilly (A),2022,133
New South Wales,Wollondilly (A),2023,961
New South Wales,Wollondilly (A),2024,416
